geneID,45_highdata,90_highdata,180_highdata,360_highdata,720_highdata,1440_highdata,45_lowdata,90_lowdata,180_lowdata,360_lowdata,720_lowdata,1440_lowdata,estm,pred
10-Sep,1.020700528,1.075977309,1.242623585,1.343955473,1.791902713,1.859273675,0.978659978,0.892941321,1.054846314,1.118555306,1.316038866,1.279106327,activation,2
2-Mar,1.048961,1.065015295,1.380111706,1.493217683,2.418326452,3.180099291,1.069927567,1.105979663,1.449520512,1.348391567,1.372922186,1.695857609,activation,2
ABCA5,0.972534991,1.015312707,1.293549323,1.724867482,1.832633741,2.099099247,1.000724401,1.126277056,1.246544546,1.497484715,1.361433864,1.566187582,activation,2
ABCD4,0.913205016,0.986489208,1.27651357,1.283468335,1.309778154,1.592045532,0.995259755,0.949915941,1.282435818,1.524981363,1.065960211,1.226506761,activation,2
ABHD4,1.009953309,1.315762797,1.367951552,1.452131491,1.535136808,1.804727089,0.842238761,1.08217003,1.416001558,1.353397076,1.584756423,1.304289877,activation,2
ABR,0.932104891,0.973274426,1.06854944,1.074095481,1.966553038,2.029632854,0.93597237,0.966855761,1.086214977,1.05892898,1.158579546,1.156046643,activation,2
ACAD10,0.797181367,0.961823468,1.036317708,1.421101771,1.783647342,2.224025604,0.941322782,1.005044064,1.09631077,1.286214482,1.775910491,2.145309214,activation,2
ACOT11,0.978060124,1.410356958,1.811536968,2.200174117,2.314618516,2.463804586,0.984400709,0.953841609,1.378203109,1.669569495,1.380658512,1.216763143,activation,2
ACOX3,1.084587751,1.097519334,1.203797118,1.392041402,1.442856359,1.981964478,1.134873459,1.036923315,1.131094523,1.327072577,1.389550827,1.559893919,activation,2
ACSF2,0.869630466,1.011876928,1.037191852,1.090947337,1.221747862,1.785494383,1.090686382,1.022144026,1.037979913,1.084904889,1.350470672,2.003213835,activation,2
ACVR1,0.943498158,1.033360549,1.50623444,1.749576007,2.222071132,2.295027935,0.990441961,1.130302402,1.304722899,1.385815283,1.091835919,1.449793348,activation,2
ADCY9,0.979210421,1.025295984,1.062097599,1.215576442,1.408245414,1.80454656,1.04925357,1.14223888,1.156302672,1.202082562,1.186979235,1.411566564,activation,2
AGA,0.996438441,1.036058471,1.05899334,1.293560924,1.60777684,1.63615769,1.08387397,1.118076792,1.042977176,1.012798301,1.452237825,1.639990674,activation,2
AGPAT2,0.969889269,0.990563603,1.171864843,1.191438317,1.417008501,1.873345704,1.424254929,1.073410617,1.241826051,1.372857607,1.433904283,1.499437882,activation,2
AGPAT4,0.831172737,1.007178055,1.013591152,1.256873223,1.43286742,1.592138847,1.064585789,1.098243611,1.051545201,1.041767205,1.098767051,1.019138481,activation,2
AGTRAP,1.019844287,1.105879832,1.276130065,1.565657171,2.021859248,2.23510768,0.98997294,1.182863717,1.401154712,1.57811259,1.453536771,1.276427709,activation,2
AK1,0.960203486,1.02615938,1.167976857,1.22390317,1.254393952,2.110003187,1.096703508,1.151612932,1.29656982,1.015761411,1.250176802,1.808277431,activation,2
AKR1C2,1.060216499,1.115879209,1.414886538,1.900684808,2.217411305,4.597001718,0.904719638,1.04584939,1.272793026,1.359519963,1.584389164,1.309778484,activation,2
AKR1C3,1.115174438,1.117989661,1.37486709,1.381511547,1.580952894,2.707197739,1.044435617,0.960883515,1.12437611,1.197775754,1.580083072,1.651936941,activation,2
AKT3,1.111364699,1.198333108,1.383261983,1.538863388,1.908340715,1.937559334,1.083733897,1.116971291,1.138401301,1.415006993,1.345415695,1.284861417,activation,2
ALKBH6,0.82518388,0.895315048,1.346070258,1.495631816,1.674002628,1.829056589,1.079038296,1.118989525,1.321992209,1.37483342,1.356764069,1.66648785,activation,2
AMZ2,1.000960208,1.055106284,1.097487192,1.17663625,1.41385395,1.455133035,0.942531206,0.965237832,1.068295207,1.345905618,1.490090645,1.684297716,activation,2
ANAPC2,0.966690135,0.97240527,0.973570046,0.990548179,1.020301363,1.60323856,1.128369124,1.027818656,1.025149307,1.241012552,0.975503499,1.313882256,activation,2
ANK3,0.949720853,0.999484249,1.046744142,1.056849301,1.118947181,1.295620822,0.902863529,0.859384336,1.06082017,1.041501819,1.346370122,1.669600369,activation,2
ANKIB1,1.027764783,1.060566746,1.159794242,1.504888889,1.652434815,1.687639281,0.964536073,1.075537643,1.125619856,1.33505635,1.360863872,1.491068663,activation,2
ANKLE2,1.069790929,1.382906731,1.716464827,1.810058857,1.860644787,2.179372053,1.10719896,1.335438287,1.625205541,1.457025531,1.114762155,0.939020968,activation,2
ANKRA2,1.007319269,1.088598032,1.091734775,1.354546558,2.099154041,2.229848329,1.029675178,1.062569931,0.995934936,1.494257184,2.021560135,2.172115361,activation,2
ANKRD11,0.94130247,0.989031907,1.083985948,1.361238738,1.398336128,1.795500805,1.055813792,1.120371303,1.085122705,1.227661504,1.307174349,1.626714413,activation,2
ANKRD12,1.022289057,1.085820343,1.151866828,1.424781382,1.53585751,1.70448512,1.043789913,1.116034689,1.112723777,1.305930201,1.393163784,1.426023063,activation,2
ANKRD36,1.048229653,1.258129134,1.286862156,1.515987154,1.659498044,2.007934998,1.062079392,1.293778836,1.476238205,1.362822239,1.568453658,1.862114673,activation,2
ANKRD49,1.118364883,1.15490729,1.204903199,1.299482347,1.519132272,2.118970031,1.196575917,1.112292797,1.176066256,1.388208507,1.542672732,1.977524236,activation,2
ANKZF1,1.022767602,1.092515456,1.226470547,1.719243974,2.367272892,2.961216196,1.084748796,1.246386997,1.545675717,1.684171549,2.186183706,2.373799425,activation,2
ANO6,1.076169819,1.153169364,1.393209618,1.853007374,2.001229591,2.242937365,1.177634757,1.080672838,1.261756046,1.471252027,1.052702729,1.471764375,activation,2
ANTXR1,1.010913954,1.06947013,1.104221672,1.173635522,1.212048879,1.584450139,1.054147666,1.068829509,0.996076505,1.14286765,1.079550402,1.218337821,activation,2
ANXA8,0.998750958,0.999386767,1.086973541,1.087195999,1.125989157,1.808162928,0.963858797,0.953763804,1.096534935,1.095903322,0.893901843,1.342393243,activation,2
ANXA8L1,1.147387975,1.766990372,1.801173745,1.94997805,2.522101976,4.016976478,0.977990397,1.516372541,1.722887968,1.50936518,1.270076362,1.403401356,activation,2
AP1G2,0.886876619,0.977553332,0.98754718,1.234978036,1.325868655,1.557539451,1.056645427,1.02350088,1.176937687,1.270460189,1.136580219,1.333764471,activation,2
AP4E1,1.085657799,1.152445759,1.193231849,1.281712718,1.339178347,1.673437928,1.085119437,0.962887992,1.075315821,1.138594469,1.265712146,1.458086776,activation,2
APBB2,1.026400956,1.066236797,1.191783003,1.565681935,2.020800732,2.107546958,1.063213722,0.889676764,1.089198617,1.300736572,1.270220099,1.035786565,activation,2
APPL2,1.006590138,1.04366484,1.194826348,1.422620507,1.625527826,1.88836541,1.014115799,0.961427005,1.141708355,1.201287427,1.30251517,1.233862687,activation,2
ARAP1,0.799787781,0.886436045,0.943234878,1.203696559,1.218163334,1.534993771,0.926345551,0.920951211,1.273661703,1.253051833,1.105840546,1.139702513,activation,2
ARAP3,0.862058486,0.918041386,1.016981008,1.322632964,1.730164097,1.972326656,0.9003349,1.028049674,1.183561476,1.245765801,1.325090144,1.399481087,activation,2
ARFGAP3,0.956138942,0.957874382,1.179985549,1.242531414,1.604135992,1.998245231,1.009317894,0.922239293,1.052041622,1.092929242,1.148187129,1.371976408,activation,2
ARFRP1,0.991389435,1.046990928,1.04924361,1.06176661,1.17036223,1.269720698,1.030900436,1.279513079,1.0516193,1.056020744,1.600539255,1.321071023,activation,2
ARHGAP21,1.009765085,1.078486259,1.277911422,1.436682367,1.797566094,1.866423258,0.956585954,1.055522204,1.059486057,1.239166596,1.246436268,1.004722664,activation,2
ARHGEF11,0.909365495,0.996581835,1.112325952,1.230709712,1.305546251,1.558713696,1.055868907,1.030396602,1.185597367,1.188847723,1.170756704,1.32103548,activation,2
ARHGEF17,0.880249086,0.899044126,0.961860836,1.092860979,1.388786573,2.392954455,1.101623039,0.94378782,0.957749311,1.131591661,1.2108913,1.513072198,activation,2
ARHGEF4,0.924995864,0.94004958,0.945696844,1.001538193,1.380132423,1.405152604,1.070188689,1.111745136,1.014853003,1.025951941,1.424814508,1.591259813,activation,2
ARID3B,0.907532909,0.995934165,1.191505582,1.505144579,1.696362246,1.881657421,0.851010997,0.909122269,1.302069838,1.161430523,1.317744876,1.378131905,activation,2
ARID4A,0.917498634,0.944254398,1.30343934,1.425683084,1.761709728,1.792083709,1.015130453,0.954077828,1.311041559,1.297291154,1.547069057,1.535161444,activation,2
ARNT,1.06632142,1.099674146,1.392918103,1.541350304,1.58880232,1.84302987,1.053368626,1.070143557,1.209910596,1.226511829,1.205010236,1.298186968,activation,2
ARNTL,1.133990135,1.844250346,1.896897712,1.954870059,2.07625214,2.257593831,1.118631328,1.647410838,1.317304243,1.536190353,0.845320044,1.712889313,activation,2
ARPIN,0.934628573,0.972957302,0.975895438,1.193433834,1.42827396,1.47581779,0.802723771,0.952839744,0.90635043,1.065624618,1.390670044,1.633380051,activation,2
ARRDC2,0.911603568,1.088666493,1.366522518,1.435243816,1.574050428,1.591297561,0.900062312,1.08477167,1.246143082,1.212006183,0.97322807,1.144293908,activation,2
ASAP3,0.918288952,0.96137531,1.206278554,1.216930868,1.737209056,2.540312443,0.908941496,0.840680569,1.162971578,1.296653583,1.279955307,1.201108876,activation,2
ASL,0.902783091,0.903971452,1.002378376,1.495043933,1.867781222,1.97246321,0.984001258,1.041855267,1.183511749,1.268266503,1.020006036,1.01694723,activation,2
ATF6B,0.878430655,0.891890359,0.972566653,1.153687242,1.406104452,1.559147456,0.925826339,1.010319897,1.180871119,1.145581143,1.332681491,1.362903121,activation,2
ATF7,0.94226738,1.058618647,1.07941928,1.179408267,1.393133316,1.537339203,0.908753519,1.003929494,1.026092709,1.190505283,1.35844355,1.293824311,activation,2
ATG12,0.889429783,1.051660888,1.177371294,1.416684186,1.635558558,1.832518922,1.087263617,1.10241075,1.204495051,1.305501294,1.489592242,1.612778716,activation,2
ATL1,0.939540872,1.026370809,1.027181539,1.237610006,1.379291341,1.867214005,0.877195671,0.919223463,0.887327713,1.106486577,1.135924853,1.12583536,activation,2
ATM,0.897814974,0.959250393,1.021098006,1.37399361,1.741037542,1.871994815,0.963522085,1.023804883,1.01575882,1.328720649,1.60998227,1.934821629,activation,2
ATP11A,1.055091904,1.082247384,1.234682435,1.43046396,1.563365478,1.695263492,1.087231777,1.079115619,1.241005493,1.27569166,1.138073739,1.103990162,activation,2
ATP11B,1.164954246,1.186256417,1.236745021,1.251076708,1.466905831,1.570642828,1.165397467,1.093604148,1.287138701,1.105473622,1.296609851,1.562876635,activation,2
ATP13A2,1.033539599,1.209757199,1.503171497,1.767079201,2.666259308,3.436642534,1.021457389,1.216163691,1.609241235,1.527663909,1.634091407,1.839552375,activation,2
ATP2B4,0.9349686,0.970939768,0.978298587,1.178031506,1.530451987,2.192394503,0.948656548,0.997399861,0.99444627,1.007543288,1.206586657,1.322815882,activation,2
ATP6V0A1,0.909201505,0.968502861,0.985878856,1.149022227,1.368457559,1.52280746,1.017027736,1.051448719,1.046379188,1.096872317,1.267935391,1.36555504,activation,2
ATP9A,0.992311323,1.159833562,1.530836904,1.728721075,2.584685305,2.600017366,1.030486631,1.093331447,1.280898905,1.422193636,1.729356227,1.676652972,activation,2
ATP9B,0.930795476,0.964887666,1.045467981,1.251185848,1.747712993,2.135046271,1.17834812,1.173737687,1.076260206,1.146990943,1.330563179,1.426726545,activation,2
ATPIF1,1.015599671,1.155873351,1.266438594,1.388297249,1.40400767,1.407901983,1.021147457,1.318267328,1.369854676,1.544043601,1.554327064,1.49298495,activation,2
ATXN7L3,0.93436404,0.991380811,0.991431872,1.10901974,1.164615109,1.708088166,0.945573663,1.082187271,1.061636355,1.045804904,1.126815272,1.320939911,activation,2
ATXN7L3B,1.069604356,1.153599706,1.194631671,1.270513278,1.354686655,1.491109452,1.06430941,1.09744261,1.146457452,1.28464808,1.480143443,1.695868068,activation,2
AZI2,0.986474734,1.026582878,1.03885281,1.106299876,1.226337586,1.401008753,0.875256432,0.922284755,0.998465738,1.199323387,1.15681754,1.593434461,activation,2
B4GALT1,1.088404296,1.398791514,1.508777451,1.706440765,1.806202701,1.9700907,1.07417888,0.909192668,1.306670668,1.375570927,1.379096871,1.659996176,activation,2
BACE1,1.062705918,1.174894094,1.303131111,1.309563073,1.423408864,2.096518629,1.039080017,1.087548774,1.28111333,1.270413922,1.228497199,1.838081601,activation,2
BAIAP2L1,1.0385483,1.236784864,1.509466518,1.547705562,1.738490415,2.306373511,1.054784103,1.167267043,0.878538704,1.505630276,1.426252694,1.408746763,activation,2
BAZ2B,1.000954569,1.23262826,1.24836923,1.748960479,2.497323106,2.871211051,1.031874067,1.119340715,1.094252816,1.513440505,1.988588026,1.836034785,activation,2
BBS2,0.928648461,0.965943966,1.196137973,1.546129589,1.838786017,2.226215379,0.948223613,1.038705004,1.251991377,1.373571337,1.492102635,1.715667414,activation,2
BET1,0.922268754,1.036275356,1.164534857,1.283342535,1.362498282,1.5235109,0.895661809,1.067660972,1.138283735,1.302955553,1.321068451,1.537160592,activation,2
BIRC2,0.942646926,1.095500874,1.149974582,1.360838868,1.478230342,1.660089344,0.976927024,1.085727122,1.094448041,1.278826769,1.302010179,1.408473288,activation,2
BLOC1S2,1.182736444,1.551936759,1.785260641,1.833896751,1.94862624,2.207849813,1.085932646,1.179489522,1.175327295,1.250958522,1.064650956,1.142148529,activation,2
BLZF1,0.932833704,1.00430679,1.046172285,1.237880661,1.295680744,1.578860074,0.83200672,0.989763194,0.933319354,1.218044045,1.111622335,1.310295886,activation,2
BMP1,0.963344121,1.079415043,1.373074039,1.636607366,2.344437757,3.674836005,0.991906789,1.110077663,1.594284501,1.461905585,1.335867413,1.22191656,activation,2
BMPR1B,1.122993261,1.285254715,1.355889198,1.392228978,1.498260912,1.617256002,1.215750406,1.174659237,1.31520162,1.218429483,1.221894395,1.36664048,activation,2
BMPR2,1.094820502,1.110901162,1.641500797,1.810828284,2.194398126,2.527566589,1.126696001,0.991207507,1.186278844,1.34238623,1.331826981,1.195823798,activation,2
BRAF,0.972802872,1.158473986,1.158565017,1.252188561,1.594556549,1.641678384,0.984625345,1.158329677,1.21175298,1.299125612,1.474508048,1.501775578,activation,2
BRD3,0.935254264,0.9907509,1.026563182,1.107542452,1.207362468,1.581507239,0.895908651,1.047285213,1.01158759,1.114044797,1.091334462,1.24481501,activation,2
BSDC1,0.986337047,1.163418332,1.319434159,1.538598886,1.985740397,2.472551793,1.028659153,1.162223587,1.41908744,1.529453372,1.683133266,1.849638418,activation,2
BTBD6,0.984190576,1.050963032,1.054151302,1.13767553,1.157810574,1.620256938,0.893296249,1.078367966,1.101388412,1.072002015,1.178930309,1.040033737,activation,2
BTG1,1.220624707,1.338902724,1.610134637,1.790370236,2.001922326,2.187012949,1.076940427,1.224789234,1.176478041,1.37728088,1.621048944,1.664154794,activation,2
BTG2,0.970356443,1.470136908,1.684298116,1.732340406,1.92246059,2.651473148,1.02101365,1.409120124,1.556585462,1.690680766,1.82523229,2.509652452,activation,2
C11orf45,1.054991825,1.075467064,1.174854973,1.568065306,1.96174526,2.040496784,0.931151767,1.335245595,0.876891115,1.402911275,1.218596983,1.532562356,activation,2
C11orf68,0.898402215,0.96428115,0.966254146,1.29090914,1.337090783,1.545906284,1.164256659,1.035352726,1.210458564,1.470980863,1.288023601,1.502305041,activation,2
C14orf159,0.97556592,1.008640197,1.010775553,1.034244149,1.166730937,1.629760306,1.037107458,1.106064516,0.984869212,1.07587149,1.431952308,2.082887326,activation,2
C16orf58,0.938659102,1.028291205,1.030369146,1.078157284,1.517098682,1.92642777,1.117233171,0.974356735,1.025469319,1.170955853,1.606302247,1.999643518,activation,2
C16orf72,1.085242176,1.182674902,1.185149488,1.240786446,1.307086773,1.620403553,1.160581979,1.14180966,1.052838778,1.178148733,1.249667891,1.677538986,activation,2
C17orf62,0.906780873,0.95221282,1.014094487,1.345709183,1.601655359,2.068312044,1.012489105,0.917645802,1.244380843,1.327048322,1.349426673,1.391002115,activation,2
C1orf123,0.987048399,1.005049315,1.071139734,1.472570809,1.762822529,1.850703496,1.143779553,1.127439246,1.399301131,1.501865577,1.896355694,1.783503893,activation,2
C20orf194,0.992881769,1.067793348,1.088299926,1.647413635,2.323754841,2.897856075,1.056591278,0.932072992,1.118815393,1.418654368,1.606385657,1.781419487,activation,2
C2orf68,1.118252128,1.123082468,1.18159181,1.298308509,1.709379184,1.797393942,1.046038311,1.234341637,1.218388274,1.293024549,1.644585389,1.584184857,activation,2
C3orf62,0.902532359,1.007239297,1.049081983,1.063634858,1.263064661,1.560611838,0.93270528,1.118217796,1.127655868,1.058725811,1.046257857,1.271446671,activation,2
C4orf3,1.037577875,1.106346201,1.146609102,1.19700308,1.246609748,1.281839271,1.231031412,1.425369562,1.178567783,1.675108113,1.066358744,1.067540163,activation,2
C5orf42,0.926900213,1.003228519,1.039925605,1.466926331,1.53472788,1.737148124,0.953171966,0.917493475,1.015781666,1.405844278,1.39708203,1.518028863,activation,2
C6orf1,1.08709921,1.245762222,1.26891362,1.637284824,1.794278633,1.805133715,0.983282501,1.159218244,1.214505869,1.660525255,1.421673929,1.395489011,activation,2
C6orf141,0.87872104,0.946199991,1.005272505,1.558026578,2.153576044,2.28355852,0.964530401,0.972683457,1.06351802,1.352854898,1.663936694,1.57330314,activation,2
C6orf89,1.097386192,1.203133403,1.261636572,1.366790394,1.528777567,1.663740852,1.099648084,1.137342595,1.178717516,1.346653008,1.483087158,1.403464707,activation,2
C8orf58,0.87115709,1.021613639,1.112163788,1.14875663,1.488060018,1.853422364,0.998796949,1.131340657,1.289674911,1.027230207,1.298687004,1.103962746,activation,2
C9orf72,0.890710646,0.970768868,1.004988712,1.269792563,1.527146353,1.599298109,1.003780183,1.030789384,1.02957389,1.097305075,1.642038748,1.494119361,activation,2
CA12,1.005825523,1.109310988,1.191215329,1.309132991,2.347504169,3.33128544,1.035608513,1.034920425,1.108763508,1.155352375,1.491986526,1.693532219,activation,2
CAB39L,0.896683079,1.044599179,1.084454345,1.204914635,1.455043753,1.675414956,0.88889459,1.136885806,1.133228947,1.152090658,1.375517871,1.393412936,activation,2
CALD1,1.017201132,1.108449621,1.151587744,1.211531729,1.438488466,2.106849433,0.986939085,0.950344632,0.938140279,1.068460104,1.071046697,1.163029141,activation,2
CAMTA2,0.891258343,0.935422591,1.02664925,1.220683398,1.4280907,1.597260667,0.975284191,0.966444668,1.212594818,1.313755699,1.356502533,1.522883193,activation,2
CAPG,0.882355992,0.953195744,0.960668526,0.961660432,1.141532481,1.758868565,1.010284085,0.9345372,0.888078369,0.989215536,1.228513492,1.32586856,activation,2
CAPRIN2,0.973493305,0.979929341,1.160078574,1.499973273,1.58372439,2.03140903,0.96510739,1.017884403,1.204532371,1.188524713,1.39797086,1.520799905,activation,2
CASD1,1.052181869,1.125325122,1.240907862,1.429643523,1.566427639,1.756925474,1.157416832,1.067792703,1.070729708,1.181251125,1.882080933,1.719348615,activation,2
CASK,1.019017985,1.022747145,1.053513009,1.112342492,1.18844836,1.456757882,1.024496467,0.960150057,0.972043302,1.024953911,1.595557092,1.46969452,activation,2
CBL,1.008074049,1.070596353,1.336222153,1.348074531,1.5014299,1.502676901,0.991423617,1.024508932,0.957727244,1.19040403,1.182236486,1.229374104,activation,2
CCDC186,1.008807944,1.083681922,1.146405643,1.18664557,1.431552063,1.705318599,1.025633856,0.925034364,0.897503933,1.04075364,1.146802244,1.256377287,activation,2
CCDC53,1.103706543,1.268451086,1.269961511,1.29753864,1.685157398,1.895174347,1.090928928,1.115089342,1.093021058,1.398796195,1.414464622,1.504927108,activation,2
CCDC57,1.079313303,1.090854551,1.092642846,1.104668735,1.473595188,1.973221492,1.180362546,1.404569779,1.22123687,1.069125123,1.538684064,2.148505346,activation,2
CCDC82,1.039751645,1.04164731,1.308134958,1.344849767,1.497944568,1.680393929,1.022908294,1.059125959,1.309098876,1.156500155,1.197546023,1.490724728,activation,2
CCDC92,0.888531488,1.187480249,1.189923048,1.501033237,2.108034623,2.682529862,0.864275541,1.357013571,1.139746369,1.331232591,1.508074293,1.528587475,activation,2
CCDC93,1.005294482,1.272655983,1.559338859,1.589410272,1.707344837,1.765013814,1.003289584,1.256035106,0.97057713,1.171331993,1.368658234,1.695456823,activation,2
CCNDBP1,0.946509916,1.084976597,1.11643382,1.173226019,1.658475391,2.217413555,0.982436455,0.990904426,0.969938834,1.184855155,1.434551623,1.506834807,activation,2
CCNG2,1.306562123,1.325164032,2.810459471,2.990157883,3.812126847,3.821369576,1.362209409,1.484009708,1.861159294,2.505541292,2.292684221,1.578069878,activation,2
CCNL2,0.963262191,1.001511866,1.057992633,1.105599902,1.337521495,2.12058059,0.976637249,1.117727667,1.247217752,1.07706951,1.179504439,1.786934896,activation,2
CD109,0.977916581,1.002279641,1.102719499,1.353221672,1.673200215,1.949189615,1.069401599,0.98411731,1.085998204,1.152203416,1.341022262,1.233885714,activation,2
CD151,0.96603471,1.140672855,1.289208735,1.446917168,1.721937806,2.176663932,0.948542217,1.250789873,1.529288294,1.275652127,1.131669558,0.95609548,activation,2
CDC42BPB,0.968835399,1.056877353,1.357324841,1.419579288,1.728753406,2.140872694,0.89274348,0.906630275,1.102964071,1.240472626,1.26156196,1.202251294,activation,2
CDH13,1.026670696,1.044887955,1.111268745,1.217997002,1.441052137,1.661923263,1.104300127,1.052409661,1.094917656,1.108817363,1.320348596,1.160958883,activation,2
CDH3,0.933393572,0.958433767,1.216713693,1.625259377,2.308259389,2.384678761,0.996207829,0.988832773,1.248745182,1.350727679,1.488169671,1.184289389,activation,2
CDK2AP2,1.024046912,1.036701578,1.098668859,1.146695725,1.341353058,1.414288219,0.963392376,1.092527745,1.412129875,1.086448418,1.17992277,1.65182528,activation,2
CDKN1A,1.239704441,1.449839783,1.531480714,1.552797536,1.631478165,1.792983725,1.001961235,1.28265304,1.184543452,1.154795149,1.283950074,1.562112619,activation,2
CDS1,1.058681344,1.132106387,1.223736934,1.33162411,1.599590104,1.662688079,1.076398619,0.983598132,1.093518475,1.232435532,1.302233659,1.371785674,activation,2
CELSR1,0.941804346,0.97304899,1.080232242,1.272349742,1.897624275,2.46650415,1.038853603,0.98524867,1.155107313,1.090949866,1.408209217,1.581763415,activation,2
CELSR2,0.93300757,0.94902342,1.137734018,1.354912873,1.441133584,2.287781264,0.98366401,0.901394767,1.275654757,1.06853672,1.130100271,1.581896904,activation,2
CEP126,1.09676608,1.115019467,1.223388076,1.637820314,1.67280809,1.708821913,1.180758571,1.235633465,1.257552886,1.301369262,1.64452295,1.601473085,activation,2
CEP135,1.017281303,1.066252346,1.20702227,1.248429356,1.607174699,1.768887964,1.084436463,1.22123431,1.071880335,0.986530648,1.439180941,1.367260387,activation,2
CEP70,0.99786307,1.056344272,1.07233421,1.30909408,1.321992325,1.806954749,1.000422409,1.067245935,1.110297036,1.271743052,1.106054632,1.451915278,activation,2
CFLAR,1.096937355,1.192471304,1.211837515,1.33107881,1.894801412,1.963928992,1.132690274,1.094740944,1.227222291,1.305592508,1.549119951,1.587650711,activation,2
CGGBP1,1.018545919,1.098896683,1.257992731,1.61389577,2.227716074,2.460292691,1.069706106,0.979936234,1.158868309,1.485487529,1.912549412,1.917566368,activation,2
CHD2,1.049819294,1.061582317,1.26242404,1.332398405,1.521029988,1.685616662,1.043351763,1.146295299,1.180977405,1.210843333,1.233418902,1.383743457,activation,2
CHD9,0.94953921,1.076023791,1.284608628,1.512220639,1.804190401,1.890347345,0.835636909,1.118101017,1.153962738,1.216348397,1.288265275,1.211689328,activation,2
CHMP1B,1.136082362,1.219837572,1.244198561,1.521056835,1.558355345,1.665426038,1.174358009,1.173695365,1.133399554,1.294967511,1.37832286,1.365498912,activation,2
CHRNB1,1.082009831,1.43466024,1.620047633,1.778626285,1.884767615,2.12713704,1.171014931,1.164232745,1.299924858,0.880628669,1.575574642,1.769749748,activation,2
CHST15,1.068944797,1.120944458,1.609319386,1.657007468,1.985915356,2.370501419,1.131222839,1.063436457,1.521544038,1.473966262,1.461073544,1.379851337,activation,2
CLASP1,0.971752608,1.011296152,1.141762346,1.246987598,1.702859961,2.089961322,0.951406189,1.00202873,1.162362681,1.184470786,1.37898145,1.427197784,activation,2
CLCN6,0.931551166,0.939752014,1.033910936,1.158229567,1.188201261,2.001242821,0.996311779,1.141962939,1.222602745,1.179377812,1.092735085,1.428085003,activation,2
CLCN7,0.930782175,0.943487897,0.96755653,1.046352777,1.069843715,1.833602739,1.190125893,1.366577559,0.988794008,1.086228581,1.130276026,1.260968351,activation,2
CLHC1,0.953006078,0.99850075,1.215393775,1.500243108,1.96468947,2.114611481,1.087903563,1.104017222,1.290035192,1.213974605,2.023841531,1.960582158,activation,2
CLK3,1.026142014,1.186788448,1.19158062,1.269703939,1.46164001,1.734026534,1.085762185,1.344977188,1.22081336,1.162365786,1.488601892,1.393982354,activation,2
CLK4,1.090938704,1.365928543,1.537275402,1.714750749,2.445117854,3.001369056,1.111379916,1.446392882,1.47029073,1.590557613,2.002298652,2.132887105,activation,2
CLN8,0.968649722,1.086359025,1.092628365,1.114269491,1.246089502,1.637437788,0.923741346,1.088808689,1.003519919,1.039074881,1.009048287,1.481681283,activation,2
CLSTN1,0.942378045,0.949284324,1.192813138,1.342200577,1.73727493,2.054668262,0.986069644,1.010897604,1.259472435,1.146103261,1.201296031,1.182018718,activation,2
CLSTN3,0.969399238,1.036040067,1.051603307,1.060618339,1.54197802,2.022955596,1.253041631,1.19329391,1.017165075,1.034621718,1.376208169,1.639269132,activation,2
CMTR2,0.886001134,1.025777094,1.081588787,1.495773965,1.524777169,1.793223871,0.994402082,1.009304178,1.130170223,1.475281771,1.57154799,1.689199055,activation,2
CNEP1R1,1.020780447,1.248569984,1.26755098,1.439200213,1.548782128,1.580872154,0.989062635,1.095516164,1.114320053,1.240133899,1.4123188,1.279929904,activation,2
CNKSR1,0.932722238,0.976066392,1.185424563,1.360284149,1.511735645,1.981504026,0.963588491,1.043454065,1.262895882,1.245063873,1.094319694,1.250005637,activation,2
CNNM4,1.030659231,1.092832225,1.667672373,1.820998771,2.059248517,2.62593629,0.974160018,1.184186294,1.494381738,1.155033342,1.460956079,1.289212895,activation,2
CNOT3,0.891859505,1.033269102,1.146876184,1.34009903,1.389346957,1.619329068,0.89002979,1.221928373,1.210079937,1.413820958,1.271522171,1.423506381,activation,2
COL17A1,0.973568521,1.007403743,1.099632489,1.279106186,1.712133932,2.499055161,1.065393041,1.033276696,1.203031036,1.131697512,1.214559907,1.376754091,activation,2
COL4A5,0.93766515,0.969835709,0.983036029,1.170044514,1.536356096,1.818623895,1.007458624,1.028271021,1.001670199,1.062613128,1.286962074,1.378688445,activation,2
COL4A6,0.930595911,0.938692427,0.998242578,1.036963904,1.311572894,1.544887317,1.029745693,1.09925891,0.99858954,1.031947794,1.17909805,1.265317881,activation,2
COMT,0.922121952,0.929830188,0.956618617,1.1303257,1.640196572,2.6365572,1.074690938,1.202936029,0.949715807,1.227186884,1.66775119,2.496484743,activation,2
COX19,1.052621632,1.132470381,1.163608413,1.433139732,1.488909191,1.694644732,1.223975627,1.142644225,1.222865202,1.384644288,1.314584238,1.462377301,activation,2
CPS1,0.930653896,1.063982347,1.097188374,1.198888186,1.548551166,1.629087181,0.917215729,1.075246715,1.03736543,1.068173588,1.493427531,1.625523737,activation,2
CREB3L2,1.146558853,1.186005624,1.546956558,1.557986392,1.788473939,1.926286759,1.126630147,1.192524904,1.386638597,1.422591896,1.580815955,1.343734631,activation,2
CRELD1,0.967955503,0.989833208,1.42419412,1.652453094,1.848897876,1.988838711,1.004920095,1.050553579,1.479048956,1.435324997,1.609630883,1.406807146,activation,2
