geneID,45_highdata,90_highdata,180_highdata,360_highdata,720_highdata,1440_highdata,45_lowdata,90_lowdata,180_lowdata,360_lowdata,720_lowdata,1440_lowdata,estm,pred
OXA1L,0.614713802,0.709235017,0.763106443,0.938420434,1.011001242,1.011263089,0.776342308,1.036947478,0.868408171,0.968452567,0.999723885,0.998132841,inhibition,1
OXCT1,0.547289472,0.700604959,0.756752324,0.830958574,0.925361917,1.004106639,0.832460727,0.799425932,0.831239799,0.781972974,0.871222951,0.997104308,inhibition,1
OXNAD1,0.40441539,0.697227575,0.838925762,0.888194927,0.962453681,0.963315014,0.79116975,0.958509732,0.98710362,0.903880902,0.954089469,0.914288128,inhibition,1
P2RX5,0.444928844,0.743727089,0.74955914,0.804469831,0.815355384,0.891813819,0.640501823,0.923447654,0.923755955,0.86509891,0.853854233,0.88099598,inhibition,1
PA2G4,0.32423867,0.372710575,0.545893179,0.805126687,0.958061153,0.971101361,0.592626647,0.54735795,0.685214268,0.782868348,0.914172347,0.967364199,inhibition,1
PAAF1,0.664220485,0.796557779,0.852532489,0.85284305,0.885866424,0.930275928,0.994877234,0.724711442,1.013616784,0.735211275,0.819287547,0.834070599,inhibition,1
PABPC4,0.609984362,0.670225188,0.70962257,0.881336077,0.992045539,1.022787476,0.74567747,0.864727504,0.759835185,0.896262966,1.048205663,1.025500308,inhibition,1
PAFAH1B3,0.648537472,0.755211124,0.867119728,0.916994896,0.957417286,0.96590272,0.722409208,0.90507798,1.115732304,0.917438316,1.018809251,0.984905966,inhibition,1
PAICS,0.422161457,0.518864263,0.684204112,0.881667569,1.03424682,1.043203716,0.802788434,0.748652651,0.753481484,0.7705803,0.947473397,1.02496405,inhibition,1
PAK1IP1,0.37858883,0.460663639,0.60520564,0.791122507,0.952115636,0.954082244,0.693608839,0.724124151,0.755542715,0.75083016,0.913335596,0.936101824,inhibition,1
PALB2,0.638538327,0.644879428,0.843308803,0.86917998,1.000720453,1.016504569,0.831281579,0.82447129,0.938283355,0.883966524,0.981597843,0.992750581,inhibition,1
PAPD7,0.673801376,0.769944387,0.883972301,0.996336816,1.116381168,1.229084681,0.794658568,0.724290234,0.886028892,0.978947602,1.14222964,1.301871486,inhibition,1
PARG,0.663501876,0.708221588,0.853545948,0.927978048,0.928743762,0.982020703,0.819574239,0.812550891,0.915116765,0.867392211,0.888295382,1.016658598,inhibition,1
PARK7,0.594834453,0.678762981,0.786079456,0.889045851,0.972204107,0.973385608,0.786817909,0.791686317,0.870571369,0.921511804,0.894074382,0.900499226,inhibition,1
PARP1,0.41279722,0.524748288,0.745218576,0.882185055,0.9438633,0.95186758,0.644526932,0.632354337,0.76725131,0.854065224,0.982739175,1.008403137,inhibition,1
PARP2,0.506582269,0.651843366,0.85443168,0.950981541,0.953281817,0.962337812,0.751059468,0.685164732,0.901508039,0.986565173,1.044428383,0.897071512,inhibition,1
PARPBP,0.38091217,0.757536611,0.868453296,0.956946765,0.977328343,1.05408557,0.588764853,0.827641619,0.962128567,0.89863315,0.775644397,1.007897553,inhibition,1
PASK,0.561077246,0.646039834,0.892534035,0.910206522,0.966698508,1.041953108,0.7991732,0.589222925,1.001603646,1.021297556,0.965933743,1.16294996,inhibition,1
PATZ1,0.637445314,0.682847891,0.741102808,0.744035635,0.801851517,0.970619874,0.787649735,0.837887133,0.92427697,0.793265875,0.902359405,0.888152385,inhibition,1
PAXIP1,0.6401167,0.656707207,0.853373924,0.927239599,0.995463635,1.028988979,1.031400065,0.791844578,0.875489315,0.951391,1.028013962,1.03714887,inhibition,1
PBDC1,0.469908805,0.533956791,0.762401474,0.894147322,0.918186324,1.080433782,0.641579312,0.607166816,0.865456184,0.966937433,0.874653873,1.115402539,inhibition,1
PBK,0.212569032,0.539174067,0.78785506,0.911124254,0.925656119,0.950981101,0.338099355,0.648189443,0.826103407,0.837432645,0.974343255,0.913682122,inhibition,1
PCBD1,0.50568904,0.59858057,0.850565109,0.939634845,1.048688364,1.049363327,0.860765181,0.85895431,0.92177613,0.998482918,0.934602403,0.975512644,inhibition,1
PCBP1,0.529217401,0.641052752,0.663087195,0.872414653,0.971789642,0.998599655,0.642466497,0.775230826,0.718808301,0.806918253,0.914948038,1.00067182,inhibition,1
PCCB,0.60924291,0.818379959,0.917325954,0.968213044,0.98145773,1.029009864,1.162961041,1.102406106,0.931912386,1.065693959,0.948163294,1.081817766,inhibition,1
PCGF5,0.57234038,0.806489013,0.826680423,0.987261355,1.045108844,1.046285525,0.814230815,0.923021725,0.915949325,0.790124322,0.964334242,0.904545405,inhibition,1
PCGF6,0.568277129,0.808202819,0.860345856,0.963783358,1.05555376,1.196344777,0.906857944,0.927335697,0.744575973,1.108557862,0.964772415,0.918751902,inhibition,1
PCYT2,0.609155363,0.739152545,0.774645796,0.81061428,0.902314827,0.916132304,0.745649773,0.862541647,0.980243779,0.842239881,0.927648036,0.998637676,inhibition,1
PDAP1,0.525809599,0.612922428,0.792228365,0.886844189,0.929533732,1.014757898,0.698164997,0.723291327,0.878783892,0.906909602,0.910507733,0.922776131,inhibition,1
PDCD10,0.587398278,0.732730024,0.915190677,0.991529959,1.021180669,1.031991625,0.726349538,0.842735246,0.926402278,0.932439312,0.93502957,0.960472892,inhibition,1
PDCD2L,0.368611946,0.556678723,0.634785403,0.791609857,0.930465828,0.957735103,0.721159223,0.975258822,0.863016576,0.76629432,0.860669721,0.991584556,inhibition,1
PDCD5,0.652888152,0.701841627,0.878299881,0.965893396,1.031112599,1.052233865,0.894790865,0.821032143,0.962349308,1.012698649,1.043418009,1.057701587,inhibition,1
PDCL3,0.644286532,0.666305534,0.79809307,0.998430259,1.05049344,1.073959121,0.869121699,0.731851564,0.864148717,0.860986426,1.039512742,0.984702028,inhibition,1
PDE12,0.532166817,0.628541136,0.80972278,0.965277951,1.024138865,1.089590094,0.91088809,0.829212131,0.808800263,0.819571462,1.051403312,1.034417705,inhibition,1
PDE3B,0.55059018,0.680308323,0.936393321,1.011697373,1.075560728,1.098690514,0.837245538,0.85815334,1.015102339,0.965087122,1.130537,1.055187649,inhibition,1
PDE8A,0.671470174,0.80859454,0.915253684,0.931998615,1.010331706,1.051100675,0.829425526,0.812245516,0.916619523,0.946656074,1.02195069,1.056956651,inhibition,1
PDHX,0.620965357,0.759522742,0.878836678,0.991241909,1.000700716,1.048398332,0.975040912,0.939623634,0.905915833,0.903382593,1.057240985,0.921625481,inhibition,1
PDS5B,0.582659057,0.687950179,0.854011525,0.909409031,0.921647567,1.069375444,0.653097005,0.677703134,0.770076999,0.84924144,0.764679361,1.11915475,inhibition,1
PDSS1,0.291837177,0.379984545,0.714303176,0.88556387,0.975828918,1.086451475,0.633269485,0.682678025,0.755896668,0.879825981,0.989506764,1.014613632,inhibition,1
PDSS2,0.61761567,0.631781098,0.86152047,0.864841802,1.046022789,1.071634009,0.921841565,0.823781183,0.722667896,0.872869611,0.91622155,1.021147492,inhibition,1
PEBP1,0.482386003,0.531437712,0.686954969,0.855034702,0.961210846,1.022754645,0.619258771,0.674160301,0.813217965,0.814196077,0.934532657,0.973124762,inhibition,1
PEG10,0.188623057,0.275524066,0.590911838,0.808169168,0.903036358,0.949164307,0.419191068,0.408869737,0.650364668,0.706887051,0.868423991,0.95553579,inhibition,1
PELO,0.633488216,0.650433971,0.71461693,0.879919721,0.891760161,1.003465209,0.701406435,0.838387527,0.867222562,0.919066196,0.992622281,1.048803536,inhibition,1
PELP1,0.456705919,0.570851073,0.637511653,0.780324803,0.909022682,0.956217612,0.653880077,0.794302277,0.745736923,0.956277573,1.037109287,0.995408796,inhibition,1
PES1,0.468615447,0.532314531,0.556850365,0.782885003,0.920976476,1.01402637,0.684653222,0.805644329,0.728607505,0.855626512,0.992826558,1.003869768,inhibition,1
PEX3,0.41316517,0.425520449,0.637824175,0.790395355,0.886583281,0.927229142,0.725536046,0.597404018,0.63758825,0.730174169,0.927526607,0.870999792,inhibition,1
PEX5,0.600027073,0.679208715,0.772855708,0.814418075,0.847739325,0.94479415,0.929363594,1.173652798,0.865347012,0.962177987,0.890235111,1.039362689,inhibition,1
PFAS,0.44156078,0.75231605,0.822693181,0.868369276,0.93149529,0.957130112,0.782075751,0.965924589,1.003408035,1.059183251,1.001089691,1.022177714,inhibition,1
PFDN2,0.429216247,0.592662002,0.764935517,0.903044313,1.03142294,1.035626777,0.708461469,0.786626539,0.832827077,0.93659494,1.006841667,0.941807721,inhibition,1
PFDN6,0.576333089,0.596043374,0.832116925,0.922751531,0.945556324,1.028366008,0.793648267,0.7681176,0.925522173,0.906458345,0.951942,0.982973255,inhibition,1
PFKM,0.546916009,0.548155159,0.75004996,0.856037117,0.911194227,0.927529303,0.96454527,0.851411056,0.903180609,0.939676468,1.006450262,0.980346357,inhibition,1
PGAM1,0.620489741,0.698439457,0.863051489,0.958653144,0.960666249,1.014126697,0.733834967,0.774781867,0.887670894,0.965402699,0.969910427,0.99042394,inhibition,1
PGAM5,0.325616131,0.33941397,0.509250041,0.735081861,0.950322201,0.976955967,0.680931411,0.527296364,0.692951735,0.779849201,0.895825485,0.922731189,inhibition,1
PGD,0.529904948,0.605830306,0.675649107,0.846568662,0.972928946,0.988022662,0.683061063,0.757084009,0.759581988,0.822849077,0.931488842,0.940239183,inhibition,1
PGK1,0.608324178,0.694255692,0.765192935,0.920123669,0.966062962,1.002208198,0.885269314,0.884087357,0.809804822,0.863238241,0.940174894,0.980966016,inhibition,1
PGM2,0.43005446,0.553002355,0.681094838,0.820875463,0.923628394,0.96537415,0.875845445,0.895217042,0.746463778,0.800824083,0.897873141,0.909803793,inhibition,1
PGRMC1,0.653948968,0.744340552,1.062410053,1.084682755,1.170375984,1.215102415,0.739011706,0.827947807,1.067106568,1.075003099,1.060084366,1.068009063,inhibition,1
PHAX,0.590621796,0.611993825,0.699417727,0.855034708,0.8910273,0.937258151,0.726356141,0.74828664,0.757804312,0.71497289,0.871061962,0.925087864,inhibition,1
PHB,0.39531155,0.541929164,0.720350346,0.869954624,0.947626187,0.948211991,0.6589863,0.681784658,0.819447423,0.934668337,0.934752332,0.976835062,inhibition,1
PHB2,0.600465546,0.701146142,0.809275074,0.914828072,0.938184498,0.969384182,0.883491085,0.865848924,0.90011718,0.985316015,0.979324724,0.947959585,inhibition,1
PHC2,0.833259421,0.942611068,0.942776796,1.000363703,1.009539649,1.056929422,0.703133957,1.076888806,0.978655734,0.979420787,1.036462541,0.993839543,inhibition,1
PHF5A,0.530113396,0.634901332,0.873026406,0.997629873,1.020344859,1.024309757,0.752569197,0.747188967,0.912303146,0.930571999,1.018459297,1.031061139,inhibition,1
PHKA1,0.638213376,0.686626864,0.733077494,0.759861481,0.853855049,0.895591437,1.177069978,1.031016121,0.830367137,0.803922116,0.811822727,0.902265449,inhibition,1
PHLPP1,0.532946137,0.555894573,0.734341239,0.836076314,0.853725128,1.107830844,0.639282496,0.730863511,0.713522331,0.74578861,0.911178738,1.171395826,inhibition,1
PHTF2,0.622747389,0.816195438,1.062499793,1.075571447,1.078713786,1.132948034,0.737044511,0.831517126,1.114479172,1.000958129,1.017677045,1.004018041,inhibition,1
PI4K2B,0.559878133,0.772873655,0.906975964,1.026927214,1.222398169,1.254588643,0.918997173,0.927428049,0.793874422,0.850057708,1.235263776,0.978457815,inhibition,1
PIGF,0.645254197,0.850746521,0.885915081,0.890699168,0.914870713,0.920861259,0.89677871,0.885178049,0.906566678,0.915859333,0.899208706,0.868390966,inhibition,1
PIGH,0.575447161,0.884934458,0.946889195,1.07444237,1.0869805,1.153493743,0.861597606,1.032121216,1.054468665,1.027863889,0.982037397,1.060889414,inhibition,1
PIGK,0.636123153,0.922308704,0.946177081,0.966821268,1.043423454,1.061294809,0.764338688,0.934183259,0.957776204,1.03895569,0.929282084,0.946274596,inhibition,1
PIGM,0.673223935,0.84766775,0.859510346,0.862297252,0.935584895,1.042390721,1.051981027,0.962015163,1.009494727,0.894533442,1.033903963,1.106664508,inhibition,1
PIGU,0.5874229,0.857257736,0.889361106,0.94137806,0.994760162,1.000064634,0.747418954,0.941917427,1.003623413,1.01591907,1.019059003,1.030597731,inhibition,1
PIGX,0.584182711,0.75349459,0.913781072,0.962078334,0.973039576,1.056245487,0.991752118,0.951476755,0.962109225,1.01655409,0.887018512,0.945589166,inhibition,1
PIK3C2B,0.602947543,0.698792668,0.76170415,0.800476626,0.802830081,0.868855154,0.770836958,1.061210515,0.959633135,1.416525577,0.779327123,0.907147125,inhibition,1
PIK3R3,0.66082512,0.893384854,0.952033845,0.985213212,1.0186894,1.039750665,0.853211143,0.829042213,0.912562721,1.207101743,0.91883808,0.958487275,inhibition,1
PIK3R4,0.523766741,0.567196319,0.787244137,0.862569963,0.901288239,0.914799255,0.657574875,0.625314553,0.856221553,0.932843704,0.843426645,0.926081631,inhibition,1
PINX1,0.537795432,0.542584578,0.619590003,0.793312419,0.872655195,1.05269974,0.624797106,0.653480412,0.889506751,0.857887449,1.057513099,0.872865962,inhibition,1
PITPNC1,0.44376415,0.769447278,0.787633443,0.869279712,1.026702245,1.111575891,0.734583612,0.918017817,1.103142709,0.869687733,1.071049713,1.081687756,inhibition,1
PITX1,0.506635559,0.557808523,0.583133702,0.790658388,0.814282815,0.952905999,0.831744752,1.04011382,1.007835935,0.917554038,1.182213749,0.9819457,inhibition,1
PKP2,0.43943893,0.670820038,0.697483323,0.787306373,0.975395148,0.989930456,0.741526299,0.918110031,0.743543105,0.895824894,1.026566603,1.002352118,inhibition,1
PKP4,0.531593125,0.714763224,0.798134083,0.804240246,0.975371082,1.02461798,0.711602089,0.860938446,0.789580263,0.862367602,0.915623743,0.98723039,inhibition,1
PLA2G4A,0.175393065,0.376422785,0.649197501,0.680351516,0.727022216,0.898141129,0.458348025,0.584846365,0.651849572,0.775576199,0.855141862,1.076817019,inhibition,1
PLAA,0.667006781,0.751379394,0.892434969,1.050447988,1.052678928,1.058710604,0.830792553,0.869297773,0.896490901,1.013297373,0.844554992,1.047211668,inhibition,1
PLAT,0.478853676,0.488026868,0.66245922,0.691847508,0.821516698,0.883246591,1.113248943,0.935606199,0.837115988,0.918507952,0.936343957,0.941209565,inhibition,1
PLD5,0.500608337,0.728306514,1.003393776,1.025985716,1.05785813,1.176928022,0.436376836,0.662801335,0.978229279,0.880974506,1.134656259,0.988917558,inhibition,1
PLEKHA2,0.64571045,0.795299097,0.947625439,1.028106353,1.109343773,1.203000979,0.770108777,0.806461328,0.961723304,0.917971261,0.836251873,0.908488531,inhibition,1
PLEKHH1,0.680595339,0.839768782,0.927531586,0.989930312,1.020497756,1.039514309,1.262584318,0.953076878,0.989533915,1.164502023,1.118035861,1.031904824,inhibition,1
PLK1,0.307981697,0.730869664,0.746066176,0.815259401,0.885944588,0.940013584,0.406531427,0.911458625,0.817501734,0.87478333,0.917249681,0.959232246,inhibition,1
PLS1,0.344839435,0.562719075,0.715697047,0.733530155,0.839587877,0.937914259,0.602569027,0.707288511,0.719640938,0.705681861,0.730592338,0.929202855,inhibition,1
PLSCR1,0.580154925,0.813814904,0.883247425,0.90503197,0.910129999,0.932390238,0.647581228,0.866974403,0.897841303,0.867043829,0.841246366,0.968007124,inhibition,1
PM20D2,0.44418024,0.659635688,0.683763539,0.774609422,0.840666332,0.898358316,0.903956658,0.914677732,0.675834803,0.860586126,0.824905103,0.981263283,inhibition,1
PMPCA,0.646066116,0.808617117,0.936978966,0.95913798,1.007414223,1.015877415,0.802470384,0.888035463,1.162925209,1.09200034,1.074696726,1.050702971,inhibition,1
PMS1,0.565738686,0.726144031,0.75887278,0.814360881,0.82964896,0.845718115,0.892260673,0.924138239,0.760765494,0.797914798,0.875775218,0.928991499,inhibition,1
PMS2,0.669648951,0.754716668,0.855482613,0.88420597,0.897487749,1.002293023,1.090037392,1.076740058,0.768766206,0.918818667,1.014133113,0.826481333,inhibition,1
PMVK,0.67465359,0.694133339,0.798951634,0.860038392,0.879964216,0.925726583,0.74622062,0.841777143,0.83848398,1.027818467,0.88502382,0.851831712,inhibition,1
PNKD,0.550278337,0.566398089,0.788532076,0.818343991,0.947347335,1.002760429,0.915980397,0.888461733,0.941897414,0.991094134,0.893653341,1.069715079,inhibition,1
PNO1,0.36966276,0.463191124,0.632855815,0.80512555,1.025880352,1.050864318,0.691740546,0.702174498,0.739518914,0.778058203,0.975779907,0.956987202,inhibition,1
PNP,0.723018892,0.749044834,0.874628523,1.128026714,1.142338004,1.192075895,0.660709723,0.757166563,0.915710094,1.062171583,1.128022395,1.115473331,inhibition,1
PNPO,0.496225852,0.74016233,0.834913705,0.877809523,0.935887106,0.948505006,0.924945329,1.025876063,0.766694288,0.849007934,0.892034104,1.014960367,inhibition,1
PNPT1,0.433447974,0.493707117,0.724087539,0.868626574,0.955870497,0.997964435,0.698699476,0.647108463,0.789609512,0.907147258,0.994641108,1.003422002,inhibition,1
POC1B,0.595356219,0.815674242,0.89376018,0.946379802,0.947983332,0.99956039,0.960703655,0.759482675,0.935256379,1.072206374,0.891776549,1.00727654,inhibition,1
POC5,0.580854509,0.714084112,0.765181598,0.788447304,0.879386878,0.895698712,0.715869549,0.653454687,0.815927523,0.938379537,0.990418627,0.902045091,inhibition,1
PODXL,0.507394036,0.597832335,0.851790989,0.936411882,0.936755595,0.936880488,0.700392703,0.699683669,0.926107621,0.979664999,0.983270218,1.039142315,inhibition,1
POLA1,0.26387126,0.516978091,0.7983613,0.863836317,0.940697007,0.984447245,0.469240192,0.620278778,0.706366497,0.760948141,0.987025065,1.024051302,inhibition,1
POLA2,0.31126464,0.528667244,0.89574148,0.925471931,0.975625556,1.028211,0.584794365,0.611239557,0.945268502,0.960011688,1.006582457,0.967215683,inhibition,1
POLD2,0.608160027,0.612784491,0.750093887,0.83915743,0.960705119,0.976677696,0.779270523,0.857516314,0.915421756,1.021192606,0.934183783,1.045381314,inhibition,1
POLD3,0.570806325,0.66277214,0.926150347,0.967997943,1.060504323,1.17097041,0.760358882,0.737645065,0.973287878,0.929951053,1.033721809,1.035642963,inhibition,1
POLDIP2,0.609402641,0.63425584,0.762835464,0.905059891,0.932969783,0.984449946,0.876426755,0.812261469,0.846818825,0.869371163,0.91583902,0.900583783,inhibition,1
POLE3,0.387081866,0.431435362,0.640951097,0.883223152,1.087611375,1.091396071,0.659459617,0.651991551,0.779001998,0.811076086,0.99311708,1.033491398,inhibition,1
POLR1A,0.561345863,0.631383869,0.706898632,0.793842315,0.894338063,1.001256892,0.805816229,0.963240946,0.774356324,0.789324448,0.896340561,0.971807412,inhibition,1
POLR1B,0.372714089,0.484906224,0.637812686,0.689550415,0.873218161,0.923212215,0.813992965,0.801211711,0.759304945,0.727948877,0.92396098,0.94727044,inhibition,1
POLR1C,0.499735963,0.58881941,0.593974496,0.761918423,0.886322524,0.983976662,0.800864765,0.72643368,0.921241166,0.847769723,1.028458527,1.064815583,inhibition,1
POLR1E,0.49199432,0.566170218,0.704138274,0.78466421,0.84867876,0.880796945,0.873243377,0.785248412,0.825725565,0.865109004,0.888649062,0.911128811,inhibition,1
POLR2A,0.629283027,0.711540606,0.818555358,0.990140204,1.043676036,1.07244254,0.622100764,0.739910946,0.815817576,1.026234396,0.99783352,1.024908939,inhibition,1
POLR2B,0.614237951,0.735251838,0.77139053,0.98415377,1.022465335,1.08408357,0.722265761,0.856880014,0.829059237,0.895993341,1.000754853,1.094022692,inhibition,1
POLR2C,0.655081635,0.673333224,0.763125183,0.919820507,0.961976493,1.019721436,0.818343781,0.772864456,0.851374687,0.900459723,0.909539296,0.875091647,inhibition,1
POLR2D,0.563167112,0.659573275,0.892828515,0.916794046,0.980065201,1.052318273,1.019941329,0.901706825,0.948089756,0.853770777,0.951063465,0.900632666,inhibition,1
POLR2E,0.588975186,0.690474276,0.709644979,0.83688734,0.949870285,0.978529776,0.720843897,0.869205117,0.830253958,1.03961139,1.012359372,0.90292907,inhibition,1
POLR2I,0.663572402,0.753977567,0.859667665,0.943415748,0.992393551,1.040561376,0.832637793,0.900989842,1.037240513,1.130098675,0.898351092,1.054076254,inhibition,1
POLR3B,0.567492901,0.618250384,0.771621311,0.784464539,0.923323706,1.023698489,0.764565836,0.853501512,0.836300223,0.754942238,0.906228989,0.997576832,inhibition,1
POLR3E,0.650200128,0.771168016,0.824983047,0.942931709,0.948929221,0.95547677,1.031384089,1.033978354,0.974459889,1.041150332,1.029347882,1.05513604,inhibition,1
POLR3F,0.51409449,0.653281487,0.711546881,0.951632584,1.018276535,1.159817343,0.66114869,0.723926688,0.703702149,0.902536362,0.910866441,1.21668834,inhibition,1
POLR3G,0.416621295,0.493087936,0.711237064,0.908765575,1.007023144,1.038525875,0.645068068,0.57860154,0.759209686,0.73757924,1.07420002,0.915609721,inhibition,1
POLR3H,0.504605427,0.567848709,0.587891228,0.739375098,0.931972124,0.957511032,0.699661835,0.821619711,0.775128963,0.785263166,0.880325219,0.913366013,inhibition,1
POLR3K,0.237494207,0.299561489,0.555023813,0.869572308,0.931837451,0.976488453,0.498156039,0.537486035,0.755324383,0.858476473,1.013189524,0.916706932,inhibition,1
POMP,0.526222512,0.62060805,0.857224949,0.996594611,1.007609398,1.077422563,0.571303486,0.730182526,0.921110892,0.977769167,0.970066685,0.960411573,inhibition,1
POP1,0.446680625,0.461303699,0.635804928,0.833010862,0.843685042,0.890746852,0.562302127,0.646724955,0.718264879,0.848720685,0.904871521,0.93170316,inhibition,1
POP4,0.631085817,0.65220541,0.799877475,0.91391663,0.935281141,0.959875262,0.696565705,0.652371488,0.865399394,0.954368224,0.892569389,0.965971914,inhibition,1
POP7,0.351384811,0.432034647,0.551418636,0.748608556,0.945715566,0.958886261,0.546615405,0.712048609,0.716719434,0.860771183,1.001302102,0.943215661,inhibition,1
PPA1,0.636631768,0.663772854,0.767274188,0.909157525,1.054434803,1.072191528,0.907561824,0.870850681,0.84502598,0.829248038,1.025549125,0.935362699,inhibition,1
PPA2,0.660662025,0.818161281,0.872827204,0.994341437,1.009904659,1.039235726,0.832851655,0.920181571,0.898061331,0.898597287,1.003086198,0.969793473,inhibition,1
PPARG,0.364604174,0.609729503,0.734857585,0.745339163,1.064569549,1.085502031,0.785950755,0.783498865,0.887697766,0.834881562,0.943418101,1.154042857,inhibition,1
PPAT,0.480410606,0.502779559,0.62890167,0.799589721,0.935326677,1.073777643,0.747155028,0.827937966,0.749506804,0.742155058,0.94092851,1.020815307,inhibition,1
PPID,0.442896806,0.592372636,0.769868708,0.863847592,0.871673132,0.936201152,0.669077763,0.79494837,0.858701117,0.882458242,0.910641568,0.909730678,inhibition,1
PPIE,0.655586045,0.756904781,0.820233045,0.965197454,0.981210043,1.053936061,0.89915096,0.86325547,0.838596846,0.974682807,0.959877734,0.976327462,inhibition,1
PPIG,0.669471833,0.690733947,0.849771165,0.95861579,0.976725395,0.9931777,0.822664195,0.831206312,0.854297384,0.983570458,0.911889486,0.996722021,inhibition,1
PPIH,0.442188892,0.608237132,0.842465688,0.965789214,1.035413879,1.076459406,0.616805017,0.728815995,0.88445217,0.966317825,0.994230766,0.912420441,inhibition,1
PPIL1,0.425980403,0.622955853,0.800969688,0.939355387,0.9529736,1.141259876,0.672248477,0.879145968,0.94031381,0.866979347,0.97073266,0.951423853,inhibition,1
PPL,0.557420824,0.601709492,0.714381062,0.839790006,0.951989174,0.997293953,1.358288188,1.17440417,0.970065273,1.007411723,0.879184691,0.927615719,inhibition,1
PPM1G,0.484983236,0.527809331,0.7985196,0.97233387,0.993324513,1.039394814,0.65090386,0.634161328,0.824214811,1.027467802,1.018730611,1.047509248,inhibition,1
PPP1CC,0.583544725,0.760907216,0.822550881,0.927018155,1.053716941,1.094506398,0.833998677,0.927353113,0.896958999,0.823912574,1.057127472,0.93329409,inhibition,1
PPP1R8,0.621329504,0.663032566,0.71430715,0.888306241,0.938812634,1.00167815,0.740361401,0.805704495,0.866408926,0.892852611,0.910756476,0.850253836,inhibition,1
PPP2CA,0.650937123,0.800355081,0.887370997,1.015950719,1.068222149,1.094258263,0.779833358,0.926836088,0.877820778,0.862764181,1.106150602,0.976265551,inhibition,1
PPP2R1B,0.603677543,0.609254005,0.811202504,0.915388912,0.920662851,0.943474848,0.642795382,0.630831597,0.787873225,0.945527934,0.865918586,0.829854571,inhibition,1
PPP2R2A,0.65696754,0.84575748,0.851050124,0.854000063,0.941721693,0.962747969,0.744348129,0.96433753,0.772377,0.888163458,0.937009341,0.975243064,inhibition,1
PPP2R5A,0.632258047,0.826903993,0.85258964,0.897395465,0.928733155,0.945245226,0.848831189,0.819291959,0.865851004,1.032738173,0.847485738,0.999850015,inhibition,1
PPP3R1,0.554710988,0.655528491,0.824494871,0.949168948,1.042910391,1.165718474,0.726798457,0.781212154,0.793299188,1.037789856,0.766663111,0.891447322,inhibition,1
PPP5C,0.599761578,0.600525641,0.767031161,0.83044719,0.899813203,0.945468934,0.771451617,0.924600956,0.84109656,0.978657027,0.982592426,0.941061925,inhibition,1
PPP6C,0.640030119,0.712442195,0.801765734,1.002825576,1.003812748,1.084317624,0.823210646,0.837458515,0.885530847,0.985803113,0.860227876,0.936197857,inhibition,1
PPRC1,0.5406374,0.56078682,0.630601155,0.706608758,0.944201364,1.029753415,0.726375198,0.676680208,0.873173731,0.75744154,0.996358271,1.069954037,inhibition,1
PPT1,0.628807054,0.781054549,1.02472337,1.041290796,1.068354159,1.076800441,0.784263189,0.86951193,1.04662418,1.030483435,1.082444865,1.089507995,inhibition,1
PRADC1,0.362178396,0.543115305,0.754218624,0.913766126,1.037944773,1.042468684,0.75607258,0.687389047,0.938975326,0.899321381,1.014931719,0.929670313,inhibition,1
PRCC,0.586475811,0.634938724,0.745827225,0.862449831,0.939162934,0.948308476,0.724314313,0.772639925,0.759989732,0.906806096,0.929256295,0.944055456,inhibition,1
PRDX1,0.44124805,0.630031723,0.820212733,0.944725631,0.993946496,1.001675452,0.519229943,0.698571114,0.850826033,0.911216351,0.974889673,0.955113479,inhibition,1
PRDX2,0.668403195,0.681644,0.736008583,0.890961339,0.970242738,0.980597133,0.825982571,0.893299413,0.868515736,0.98108375,0.904223179,0.975599421,inhibition,1
PRDX3,0.515852461,0.678660587,0.82526259,0.927870354,1.001336756,1.008277477,0.718790693,0.850077665,0.872678752,0.847246574,1.000833294,0.87471979,inhibition,1
PRDX6,0.545894264,0.688515225,0.801048606,0.884671232,0.970389815,0.972147759,0.842925961,0.870580331,0.896816632,0.87787023,0.9997727,0.942697845,inhibition,1
PRELID1,0.540847895,0.615774563,0.775007499,0.990087315,1.02577819,1.059453984,0.724488164,0.728594571,0.904397745,1.004233608,0.989958481,0.995759784,inhibition,1
PRELID3B,0.550706562,0.850112126,0.882877173,0.986598663,1.07969196,1.136483005,1.05134037,1.223576271,0.991421149,0.831418758,1.05301379,1.017668849,inhibition,1
PRIM1,0.302536929,0.627761062,0.877619998,0.895120543,0.911842342,0.936173773,0.692689223,0.782873355,0.975714577,0.953854286,0.836945117,0.928036963,inhibition,1
PRIM2,0.419174383,0.735960572,0.805148807,0.823087784,0.962895612,1.093813659,0.537252621,0.665589139,0.833726825,0.769455041,0.955257343,1.110772163,inhibition,1
PRKAG2,0.412181345,0.444441685,0.579396007,0.732162095,1.067742358,1.080749704,0.779784127,0.687566096,0.689133577,0.697024744,0.946989634,1.05169473,inhibition,1
PRKDC,0.5021524,0.674958532,0.858581205,0.94454172,1.006010153,1.012142029,0.774612623,0.776255404,0.814211909,0.891644566,1.000816774,1.045567276,inhibition,1
PRMT1,0.589160768,0.623642087,0.788099943,0.859687381,1.020747104,1.031420281,0.887591319,0.806837819,0.96951878,1.063251888,1.099743387,1.014499837,inhibition,1
PRMT3,0.472929343,0.699358576,0.789330404,0.804242295,1.090264054,1.09481318,0.737556193,0.84162227,0.778884284,0.837767061,1.075415192,0.904678017,inhibition,1
