,geneID,ctrl,45_lowdata,90_lowdata,180_lowdata,360_lowdata,720_lowdata,1440_lowdata,ctrl,45_highdata,90_highdata,180_highdata,360_highdata,720_highdata,1440_highdata,estm,pred
292,CXCL1,0,0.791232039,0.347357226,0.739848098,1.365016253,1.316520475,1.454155869,0,0.647331404,0.869481287,1.076290444,1.148850107,1.330520569,1.491757283,rejected,0
293,CXCL2,0,0.619313689,0.84665721,1.123994251,1.242901002,1.935162935,1.441895161,0,0.443487913,0.897610634,1.183922896,1.18504317,1.223662792,1.284417215,rejected,0
294,CXCL8,0,0.647938794,1.446957948,1.142776692,1.71046549,1.573333527,2.464342854,0,0.521484684,0.732987906,0.967006798,1.01143998,1.780964991,1.828506505,rejected,0
295,CXorf23,0,0.768812276,0.98784387,1.112060768,1.037021952,1.41586292,1.29520645,0,0.911422684,1.045752016,1.098143041,1.28825513,1.499023319,1.688958416,rejected,0
296,CYBRD1,0,0.842397715,0.997518702,1.016292605,1.04204886,1.085559297,1.30420225,0,0.807713859,0.88265386,0.921333306,0.923943151,1.050344875,1.551474184,rejected,0
297,CYP1A1,0,1.212074802,0.952117421,1.113368116,1.289448007,2.747089223,1.878448958,0,0.823558711,0.897334828,0.97752614,1.12651132,1.33409002,1.893822638,rejected,0
298,CYP1B1,0,1.689304498,1.335471272,1.196124891,1.366554106,1.381934632,3.912473609,0,0.9568719,1.147137167,1.189883168,1.311190764,1.684289279,2.129419042,rejected,0
299,CYP4F11,0,1.108002006,1.102626042,1.185421538,1.1005176,1.205797366,1.690347861,0,0.921313759,0.968804952,1.06159552,1.071300345,1.138847099,1.562939378,rejected,0
300,CYP4F12,0,0.683546332,1.438943844,0.690794458,2.342723462,0.716363446,0.913164792,0,0.434088458,0.519025614,0.552566811,0.616466521,0.689456822,0.931911767,rejected,0
301,CYP4F3,0,1.744140022,0.839039079,0.798035063,1.250733419,0.831355655,1.011715609,0,0.639047743,0.713847995,0.738654948,0.798779826,0.886367818,0.986149389,rejected,0
302,CYP4V2,0,0.705716652,1.028408993,0.981800175,0.882473901,2.336763957,3.13244163,0,0.867372596,0.958522947,1.016682018,1.052812898,2.603742053,3.16998081,rejected,0
303,CYR61,0,0.678993686,0.396556327,0.385435263,1.357902136,1.838421785,1.96590005,0,0.760924725,0.845872472,0.995594294,1.315937035,2.190482973,2.65752175,rejected,0
304,D2HGDH,0,0.926116732,1.133757945,0.851162901,1.039784902,1.436772763,2.037236602,0,0.808490691,0.823931726,0.854664283,1.012256315,1.328672128,1.966594855,rejected,0
305,DAAM1,0,1.033093229,0.966339048,1.101162761,0.56601414,0.979107182,1.33742692,0,1.146104919,1.154068714,1.303639209,1.60835446,1.689808112,1.875952571,rejected,0
306,DBF4B,0,0.781175462,0.997772753,0.953559888,1.678430942,1.433568369,1.67380707,0,0.735120478,0.81483333,0.890425419,1.38173854,1.487366895,1.547072729,rejected,0
307,DCAF4,0,0.715204414,0.880147058,1.013490887,1.194389314,1.210436479,1.216394144,0,0.648497947,0.781795066,0.902487064,1.137320044,1.142386362,1.182754771,rejected,0
308,DCAF4L1,0,1.04298669,1.017401145,1.176721701,1.317777164,1.684042647,3.415669988,0,0.825719314,0.900689031,0.97833887,1.307419685,1.357270548,1.449916382,rejected,0
309,DCAKD,0,0.860533505,0.926030178,0.949269607,1.305043576,1.452641829,1.593167501,0,0.779661237,0.792216376,0.88526594,1.261279811,1.490584323,1.704097325,rejected,0
310,DCTPP1,0,0.484267842,0.61290208,0.770258101,0.89879292,0.982317815,1.009266618,0,0.28964015,0.328075308,0.636085204,0.901733143,0.978002202,1.06527644,rejected,0
311,DCUN1D3,0,0.777149075,0.882159747,1.232855866,0.970376816,1.162591679,1.337042322,0,0.772001706,1.015588677,1.260459798,1.334010612,1.538087575,1.77172509,rejected,0
312,DDIAS,0,0.496464082,0.772822252,0.959189294,0.853306572,0.887025349,0.881934337,0,0.243049224,0.662555001,0.843501666,0.881413637,0.899611236,0.899745303,rejected,0
313,DDIT4,0,1.072589365,0.91886801,0.839385505,1.311803265,1.627150149,1.74302051,0,0.617071081,0.865382111,0.885044858,0.893312446,1.041143273,1.326980045,rejected,0
314,DENND1B,0,0.833474573,0.960757932,0.930945872,1.145179694,1.2179489,1.361532294,0,0.911238013,1.10893236,1.140649626,1.14355338,1.160464575,1.533416796,rejected,0
315,DENND3,0,1.14004997,1.244603453,1.165969104,1.616526276,1.480796472,3.380595482,0,1.018135759,1.087258229,1.227437764,2.022772293,2.212123522,3.094844146,rejected,0
316,DEPDC1,0,0.527902711,0.894417209,0.955283679,1.193530778,0.853298539,1.208461925,0,0.415279177,0.980445331,0.981375209,1.033282115,1.035773024,1.14283493,rejected,0
317,DEPDC1B,0,0.508711159,0.912915466,0.956190128,1.030205699,0.838794284,1.084757807,0,0.328033169,0.937625166,0.980982966,0.99255982,1.00698961,1.060208137,rejected,0
318,DGAT2,0,0.580106993,0.948514271,1.590874197,0.904851152,1.970604029,1.004743673,0,0.454400533,0.645413785,0.911128379,0.964086215,1.034358288,1.07224808,rejected,0
319,DGKQ,0,0.933420242,1.234769908,0.871218822,1.091260021,1.176635859,1.225838053,0,0.738392061,0.770598043,0.895312261,0.989775705,1.175843104,1.620156157,rejected,0
320,DHTKD1,0,0.741022195,0.827667368,1.191595881,1.068343983,1.13993227,1.145081868,0,0.568784176,0.779420457,1.079962235,1.092732411,1.124013694,1.218574664,rejected,0
321,DIAPH3,0,0.421934834,0.895307492,1.006195641,0.798936282,0.909788361,1.033385308,0,0.326948116,0.779070949,0.870266623,0.972575127,1.104051308,1.15659495,rejected,0
322,DKK1,0,0.161665335,0.566042696,0.5461128,0.239103278,0.990990875,1.417584799,0,0.122073652,0.508953239,0.51567538,0.70833581,0.834007292,1.584084685,rejected,0
323,DLGAP5,0,0.425853677,0.887873849,0.924863481,0.965288685,1.003677141,0.910950706,0,0.33573713,0.872894493,0.930906544,0.952950592,0.987941483,1.014350992,rejected,0
324,DMPK,0,0.955992493,1.169485907,1.04575364,1.310285843,1.349793223,2.201663538,0,0.990659692,0.994355565,1.115536645,1.20075064,1.702071969,3.801174204,rejected,0
325,DNAJA1,0,0.386206292,0.54682721,0.67522664,0.817327748,0.915049061,0.850849768,0,0.274908865,0.415980244,0.608300945,0.804923717,0.908120709,0.939788955,rejected,0
326,DNAJB11,0,0.669962159,0.845928378,1.020698461,1.057915171,1.101970771,1.340441531,0,0.628541928,0.889826088,0.969406307,0.978320955,1.20338582,1.377710426,rejected,0
327,DNAJB9,0,1.000536063,1.060960113,1.343720428,1.721400283,1.683240809,2.097638946,0,1.029370132,1.045588776,1.098564633,1.786624286,2.417624265,2.530643225,rejected,0
328,DNHD1,0,0.925649134,1.165557594,1.124793976,0.904285653,1.208660988,1.852513378,0,0.802840026,0.944243931,0.954658093,1.018890099,1.301790154,1.535471858,rejected,0
329,DNMT3B,0,1.011344166,0.909905827,1.203877211,0.748885718,1.068471798,1.039123523,0,0.764924126,1.005666889,1.240418152,1.268900461,1.442182513,1.780784566,rejected,0
330,DOHH,0,0.611101723,0.726937213,0.711016056,0.992180289,0.98655869,0.851899986,0,0.433016808,0.565308653,0.588236878,0.606486425,0.787657205,0.907718815,rejected,0
331,DOK3,0,0.86875177,1.220874695,1.405065542,1.242646169,1.04384954,1.298530183,0,0.90954371,0.993461273,1.103285659,1.297775534,1.327927237,1.910927553,rejected,0
332,DOLK,0,0.637048448,0.860539363,0.895988603,1.160070053,1.085655959,1.097918636,0,0.56803357,0.795302801,0.872859844,0.933263874,1.004735354,1.107118169,rejected,0
333,DONSON,0,0.852380524,0.586274462,0.865125222,1.051386199,1.13472532,1.059809595,0,0.561962218,0.615174609,0.850964523,0.969303774,1.103682759,1.17562675,rejected,0
334,DPH6,0,1.641319006,0.979996178,0.986678186,1.094016714,1.23383701,1.813304246,0,1.030564698,1.03386428,1.092111633,1.121134075,1.242663866,1.429742727,rejected,0
335,DQX1,0,0.685602412,0.755487333,1.008376381,1.603600878,1.763016535,2.482130832,0,0.616361008,0.790427965,0.865319428,1.556189541,2.753850555,4.423934256,rejected,0
336,DSN1,0,0.784417051,0.658427082,0.99706559,1.030790836,1.151793472,1.217038423,0,0.475389251,0.708692587,0.91483604,0.931079838,1.22982962,1.237888854,rejected,0
337,DTL,0,0.510831956,0.389222515,0.727008471,1.068192395,0.908072778,0.956281634,0,0.271203246,0.490320899,0.812602179,0.967555423,0.975965846,1.020627832,rejected,0
338,DUSP1,0,0.730857574,0.667335505,0.979955259,1.264650137,1.334648277,1.549616005,0,0.534626817,0.765815361,0.844789409,0.874849782,1.024357653,1.772431141,rejected,0
339,DUSP14,0,0.695010541,0.919807376,0.756061965,0.836147974,1.106696154,1.196015596,0,0.484449504,0.535494075,0.669177194,0.890592993,1.151691723,1.34440747,rejected,0
340,DUSP16,0,0.842584131,0.726985521,0.985802235,0.852847317,1.634583262,1.126817208,0,0.851214215,0.853559251,0.970658879,1.00426947,1.246337583,1.263076879,rejected,0
341,DUSP23,0,0.593862388,0.821969757,0.921250107,0.953606207,1.073506335,0.960252878,0,0.542721088,0.785336997,0.803080434,0.845297842,0.992597865,1.01319553,rejected,0
342,DUSP3,0,0.87902684,0.856741896,0.979035678,1.103575768,1.051122617,1.497573244,0,0.879660895,0.909890676,1.081580706,1.136763331,1.143943442,1.789516611,rejected,0
343,DUSP5,0,0.727032745,1.006882688,0.721333425,0.977523524,0.806957092,0.808883571,0,0.38604059,0.466250654,0.472178805,0.654904642,0.661774781,0.692103838,rejected,0
344,DUSP6,0,0.590550526,0.905801804,0.992410185,1.117232803,1.617037438,2.241573113,0,0.423327957,0.807891377,0.864627884,0.933524708,1.51701897,1.903571782,rejected,0
345,DVL2,0,0.918260106,0.909217612,1.002725804,1.095085258,1.298959339,1.397913717,0,0.880824071,0.934005866,0.936263534,1.070260905,1.101090737,1.653488469,rejected,0
346,DYNLL1,0,0.590009378,0.789280734,0.775561712,0.954785285,0.949743093,0.960573255,0,0.499750846,0.688255982,0.741779586,0.994349472,1.010076888,1.01908497,rejected,0
347,DZIP3,0,0.916205189,0.806467229,0.905894587,1.290049134,1.529792396,2.077596098,0,0.947666554,0.948627614,1.006440549,1.265391081,1.536081156,2.391620616,rejected,0
348,E2F1,0,0.329211986,0.824780575,0.723205641,1.0904461,1.152596133,1.289854455,0,0.227480104,0.346644769,0.652983895,0.891652579,1.138758336,1.158816687,rejected,0
349,E2F5,0,0.677714651,0.936859602,0.773824826,0.938749321,0.837572406,0.837639159,0,0.313331344,0.599719215,0.617154654,0.763765183,0.786511659,0.794758951,rejected,0
350,E2F7,0,0.54673077,0.820845556,1.045698248,0.794241961,0.964376626,0.977024597,0,0.571952172,0.774093916,0.905995076,0.994350272,1.072265269,1.116399816,rejected,0
351,EBAG9,0,0.915782961,1.068295791,0.939474615,1.36330685,1.231443762,0.987643266,0,0.646853463,1.016226533,1.018500241,1.048225931,1.13548043,1.17344687,rejected,0
352,ECE2,0,0.68611416,0.816078212,0.782953113,0.904852135,0.884906889,1.069523691,0,0.333176172,0.410542355,0.502190552,0.727381804,0.958414513,1.01134592,rejected,0
353,ECH1,0,1.125034515,1.099567293,1.045544294,0.842300226,1.188912996,1.782880968,0,0.858812106,0.921371712,0.950758293,0.979377177,1.21868654,2.049256209,rejected,0
354,ECT2,0,0.599578844,0.823546228,1.014007052,0.938419328,1.094447573,1.055681432,0,0.529267252,0.969415976,0.984171982,1.045673677,1.053331553,1.092909345,rejected,0
355,EDA,0,0.687131347,0.934363655,0.916572769,1.00254371,1.299372061,1.199443008,0,0.52679361,0.606010789,0.896619468,0.919112929,1.115285876,1.191502252,rejected,0
356,EDA2R,0,0.934170063,1.060177204,0.951177871,1.436965999,1.528610231,1.646474977,0,0.81439849,0.883488208,0.895160753,1.367617642,1.537238605,1.721040786,rejected,0
357,EEA1,0,0.703485812,0.848713751,1.100857798,0.839502188,0.964347902,1.09081723,0,0.912698253,0.9367955,0.988331118,1.069687329,1.174918103,1.296062876,rejected,0
358,EFCAB7,0,0.732734312,0.796913223,1.08173923,1.183028125,1.117304337,1.435896879,0,0.754391853,0.811911622,1.066503817,1.157412502,1.187788407,1.587858099,rejected,0
359,EFNA4,0,0.861815658,1.078640252,1.125248387,1.37926258,1.592339775,1.116553317,0,0.906759259,1.01947763,1.110216505,1.352564114,1.56114308,1.754456498,rejected,0
360,EFNB2,0,0.905214254,1.024288245,0.704038965,0.850817519,1.157869261,1.332886759,0,0.884082308,0.961584642,1.118850856,1.386548187,1.406505301,1.614908362,rejected,0
361,EGR1,0,1.171511909,0.829433981,0.77216998,1.150952807,1.723017248,2.163599689,0,0.385751788,0.526176774,0.709999714,1.045774531,1.154712882,1.212991205,rejected,0
362,EHBP1L1,0,0.860004565,0.86822761,1.084029171,1.143007311,1.137337843,1.29600295,0,0.870955477,0.888520513,1.001662555,1.254401836,1.589868583,1.755113898,rejected,0
363,EHF,0,0.832139928,1.142590543,0.651398428,0.515093304,0.483516538,0.718703522,0,0.166422163,0.219519309,0.310812974,0.431577974,0.629414914,0.819566813,rejected,0
364,EIF1AD,0,0.826088326,0.94977215,1.051345417,0.97923356,1.255534916,1.32344591,0,0.777702208,0.885216128,0.942829822,0.946462352,1.163394311,1.558786186,rejected,0
365,EIF4EBP1,0,1.142575377,0.962703754,1.103576464,1.680283272,1.574575074,2.148683477,0,0.897078868,0.955973292,1.087547171,1.13191318,1.363240383,1.710073823,rejected,0
366,ELMO3,0,1.019801723,1.278723182,0.901612481,1.178490571,1.18264222,1.669589293,0,0.82744556,0.844486658,0.876954824,1.061811997,1.20122816,1.996237502,rejected,0
367,EMC6,0,0.726907862,0.932645817,0.949963261,0.993611186,1.146889011,1.120833158,0,0.584072842,0.682041968,0.817470593,1.071421758,1.11579551,1.167801753,rejected,0
368,EME1,0,0.838501674,0.780286551,0.996982264,0.86595564,1.125251491,1.287017128,0,0.478427868,0.777032679,0.861619211,0.895299063,0.959193607,1.262975568,rejected,0
369,EME2,0,1.114250257,0.943289495,0.926126854,1.00154132,0.989265867,1.503041955,0,0.813896712,0.860647551,0.871072332,0.888787886,0.949308445,1.632870836,rejected,0
370,EMSY,0,0.880559633,0.90470549,1.007088156,1.066432716,1.141316189,1.165302014,0,0.670999495,0.860934812,0.947548286,1.039804784,1.168364331,1.293572781,rejected,0
371,ENC1,0,0.785736097,0.54352296,0.972493166,0.975181084,0.863373735,0.939303237,0,0.78139634,0.79832557,0.939494802,0.995876974,1.011022105,1.089233653,rejected,0
372,ENDOG,0,0.795116874,0.916726181,1.043978398,1.013642866,1.090827303,1.111709071,0,0.576706731,0.757339579,0.942368854,0.958925736,0.995092151,1.062194424,rejected,0
373,ENTPD2,0,0.945705012,0.934267342,1.014054813,1.938092008,1.463923338,1.053438383,0,0.706824761,0.752688208,0.755126371,0.77364882,0.801716141,0.811871766,rejected,0
374,ENTPD5,0,1.046523568,0.977563734,1.032034257,1.233675568,1.425543763,1.642487186,0,0.982665161,0.983106091,0.985371911,1.069617196,1.470672475,1.576010799,rejected,0
375,ENTPD7,0,0.98624127,1.010365681,0.981792158,1.277209306,1.393907543,1.677773564,0,0.998559745,1.040649349,1.244508561,1.365304787,1.568142827,1.898629882,rejected,0
376,EPCAM,0,0.514404606,0.655425397,0.924821166,0.969157354,0.784584068,0.946092838,0,0.182068747,0.513940811,0.879854997,0.926269545,0.937377387,1.012194823,rejected,0
377,EPHA1,0,0.856315703,1.141662075,1.031581785,1.012907935,1.751502067,1.536729446,0,0.740668788,0.833024326,0.899357208,0.99018207,1.483445306,1.525888232,rejected,0
378,EPHA2,0,0.655173122,1.082348883,1.039970341,1.040103979,0.956657628,1.118124564,0,0.429198447,0.682826483,0.904026769,0.91982106,0.955465999,1.033051913,rejected,0
379,EPHB3,0,0.903723435,0.838188212,1.440931781,1.231224712,1.326001565,1.354241216,0,0.741080327,0.821990847,1.057821446,1.19966753,1.225992836,1.838379983,rejected,0
380,EPHB6,0,0.780322978,1.181021593,1.179585984,1.466591779,1.582217477,2.357818639,0,0.778593228,1.182848787,1.476683142,1.536977897,2.029193574,2.109631997,rejected,0
381,EPHX2,0,0.931375518,1.54301731,1.305355058,0.906396742,0.924170767,1.896267929,0,0.879797706,0.945347802,0.957711353,0.958847798,1.006688798,1.213318689,rejected,0
382,EPS8L1,0,0.783616137,0.902450658,1.377196272,1.513715001,1.207072996,1.525492919,0,0.720856312,0.859359574,1.081307598,1.402429467,1.471633795,1.805099866,rejected,0
383,EPS8L2,0,1.025378395,0.909687975,1.442963915,1.135016136,1.011310649,1.787748195,0,0.807821237,0.910101608,1.011221794,1.100582691,1.192325179,2.629488637,rejected,0
384,ERBB3,0,0.918709432,0.968017608,1.046819782,0.914775467,0.926241448,1.670717753,0,0.822074643,0.884638492,0.932848307,0.990857706,1.038919604,1.519922193,rejected,0
385,EREG,0,0.449108235,0.588493161,0.638627715,1.166228941,1.100206883,1.206402158,0,0.145875645,0.535166259,0.536110116,0.635245594,0.871870969,0.987332828,rejected,0
386,ERN1,0,0.971676047,1.011508186,0.994500995,1.26052811,1.591100864,1.840457842,0,0.93053025,1.054737583,1.209293629,1.305305816,1.788935425,2.407293408,rejected,0
387,ERRFI1,0,0.792131892,0.986681065,1.017952451,1.451249875,1.711817724,1.399700749,0,0.70788517,1.006311515,1.194592541,1.233787795,1.396850031,1.401994163,rejected,0
388,ESPL1,0,0.462301141,0.97984955,0.847600887,0.963871554,1.162823039,1.039093757,0,0.354718929,0.815700283,0.874197169,0.928669704,0.98790385,1.048566783,rejected,0
389,ESRP1,0,0.802838449,0.886887802,1.022599697,1.041689478,1.603302436,1.613786053,0,0.823946599,0.95165314,1.011615166,1.046384926,1.2033325,1.42347346,rejected,0
390,ETS1,0,0.451749174,1.01029274,1.012505412,0.797508818,1.109230017,0.942312071,0,0.950275757,0.955632167,1.122375584,1.16588472,1.224313931,1.293011821,rejected,0
391,ETV4,0,0.840309873,0.825844145,0.991719268,1.061379109,1.23906312,1.458014554,0,0.617046529,0.718785695,0.974740681,1.045800485,1.063374218,1.257291052,rejected,0
392,ETV5,0,0.815940489,1.038988345,0.996614584,0.989768821,1.521040009,1.529210421,0,0.782745046,0.896718536,0.973523326,1.089533311,1.537582072,1.59467764,rejected,0
393,EVA1C,0,0.877432523,0.768768006,0.865577968,0.800816171,1.088371665,1.206861967,0,0.45429372,0.499771298,0.660534488,0.696809358,1.056047027,1.297826345,rejected,0
394,EVC2,0,0.889077833,1.061233482,1.194421582,1.02246755,1.548772158,1.622515103,0,0.880876748,0.901905846,1.020673211,1.438460465,1.620236351,1.949169182,rejected,0
395,EVI2B,0,0.709216823,0.922143458,0.884533157,1.474993073,1.174627962,2.478691702,0,0.60402364,0.76432079,0.817434117,1.048883239,1.076467559,1.869426143,rejected,0
396,EXO1,0,0.366974603,0.42187763,0.794825922,1.025183342,0.956357136,1.004761967,0,0.136805697,0.314720054,0.714243655,0.970647596,1.005415559,1.035972816,rejected,0
397,EXOC6B,0,0.678812973,1.091483864,0.943105749,1.025214934,1.170486125,1.312097866,0,0.908679738,1.047460866,1.052036537,1.07918108,1.286710735,1.604645203,rejected,0
398,EXOSC4,0,0.64343757,0.802927963,0.910226388,1.058372962,1.064561255,0.884321249,0,0.490646494,0.659417945,0.681591472,0.892099691,0.953542348,0.975626725,rejected,0
399,EXOSC8,0,0.864978703,0.9715491,0.987543321,1.053601651,1.42720515,1.326547641,0,0.577190147,0.938381202,0.956030316,1.054317011,1.229065485,1.32949488,rejected,0
400,EXPH5,0,0.597942066,0.552389735,0.897218187,1.026699424,0.917049175,0.937956967,0,0.307068449,0.566696753,0.657370275,0.915590899,0.922575536,0.952209516,rejected,0
401,F3,0,0.383429548,0.940740384,0.739168837,1.28720674,1.334771224,1.761896921,0,0.909834521,1.054881634,1.373044242,1.665093326,1.974370707,2.145527769,rejected,0
402,FAHD1,0,0.832025678,1.165537118,0.929696208,1.013850271,1.045726733,1.111197138,0,0.609305015,0.832595862,0.850999512,0.952761319,1.100202276,1.201567813,rejected,0
403,FAM107B,0,0.827496678,0.903019804,0.996230222,1.048316139,1.597346805,1.699241002,0,0.599398964,0.959899053,0.966590405,1.106354811,1.596727619,1.763533618,rejected,0
404,FAM109A,0,1.071967092,1.083372318,0.876362825,1.01500501,1.409101919,1.482026748,0,0.942738357,0.946337786,0.966590377,1.08779374,1.130195289,2.518954322,rejected,0
405,FAM111B,0,0.173466736,0.495140317,0.475705884,0.699009365,0.836988074,0.915909943,0,0.102742824,0.158201959,0.449021623,0.789671888,0.812671298,0.888882543,rejected,0
406,FAM161A,0,0.733137368,0.752636538,1.026855442,0.882159476,1.002570786,1.88465684,0,0.73650364,0.764536515,0.861008898,0.891406165,0.901781731,1.319042288,rejected,0
407,FAM167A,0,0.634915756,0.640691312,1.179056857,0.968795495,1.039290204,1.257308955,0,0.617859464,0.738856414,0.870808581,1.022610994,1.029060686,1.141308164,rejected,0
408,FAM169A,0,0.873887592,0.82739037,1.196959502,1.070177454,1.282766293,1.080232309,0,0.43708072,0.99838498,1.041970839,1.082362455,1.122054373,1.201320849,rejected,0
409,FAM172A,0,0.694388242,0.901630205,1.022889777,0.975778495,1.231568471,1.713022675,0,0.951434557,0.952969203,1.055246953,1.099143447,1.324227871,1.566259083,rejected,0
410,FAM213B,0,0.581289293,0.711749347,0.97362944,1.157013366,1.072913476,0.910015236,0,0.403781628,0.578812397,0.720586017,0.795558402,0.913156957,0.939339772,rejected,0
411,FAM21A,0,0.904172397,1.054198447,1.156128929,1.21817808,1.058398003,1.382233698,0,0.956336064,1.027577852,1.06620023,1.06908353,1.147086113,1.739215083,rejected,0
412,FAM46A,0,0.803469296,0.851079553,0.847872815,0.757059645,1.211482235,1.237685617,0,0.572099497,0.60855887,0.744069347,0.938805445,0.994221662,1.203086032,rejected,0
413,FAM46B,0,0.613362889,0.556945279,0.769187388,0.850831652,1.213098671,1.147028171,0,0.482912905,0.545825252,0.950783006,1.096785667,1.44243076,1.593095727,rejected,0
414,FAM63A,0,0.903199388,0.93134839,1.023779077,1.339218856,1.57144512,1.552134433,0,0.838144853,0.875874393,0.911478496,1.302516685,1.404636701,1.701495826,rejected,0
415,FAM63B,0,0.8272122,0.990315584,0.837713922,1.079804588,1.309503051,1.571676432,0,0.998480819,1.004752575,1.016822548,1.224842911,1.512396825,1.544740301,rejected,0
416,FAM64A,0,0.377807602,0.906063188,1.006615328,1.191137732,0.952940378,1.169071677,0,0.383368538,0.856733712,0.950465406,1.027311819,1.040921703,1.046432544,rejected,0
417,FAM72A,0,0.692988594,1.096999601,0.996668268,1.053087515,1.561287178,1.36342325,0,0.336343596,0.944315645,0.967475911,1.005928997,1.418465473,1.459177838,rejected,0
418,FAM72B,0,0.580361689,0.989232655,0.95546002,0.918753552,1.324456749,1.499749226,0,0.369663832,0.886384981,0.960589982,0.998612552,1.253800248,1.592562159,rejected,0
419,FAM83F,0,0.930742057,0.936015845,0.949838889,1.081808274,1.534658906,1.506026762,0,0.849502001,0.903142044,0.997086817,1.134264106,1.604762953,1.805956414,rejected,0
420,FAM83HAS1,0,0.67551186,0.901218044,0.807037163,0.876601886,1.464004912,1.749209409,0,0.575741382,0.735943155,0.786782685,0.884798337,0.89842948,0.937205008,rejected,0
421,FAM84B,0,0.588721679,0.668360354,0.710122013,1.117209829,1.018137923,1.142808895,0,0.261211582,0.501962878,0.682498353,0.745102434,0.937957366,0.964886306,rejected,0
422,FANCB,0,0.732478429,0.794701644,0.972663913,1.002409321,0.999502387,1.054561965,0,0.355385318,0.800833031,0.916767535,0.986214266,1.049612812,1.142808742,rejected,0
423,FANCE,0,0.742665848,1.197610161,1.014924113,1.207413353,1.212438933,1.624984925,0,0.603380269,0.856738584,0.992237179,1.063578925,1.130561616,1.133846089,rejected,0
424,FANCM,0,0.676915563,0.817571079,0.850764122,0.982188629,0.996157151,1.106067224,0,0.456837991,0.799361554,0.813560819,0.892953428,1.059984979,1.143384567,rejected,0
425,FASN,0,0.570400663,0.737562936,1.000469969,1.102013412,1.116817814,0.984352142,0,0.371321748,0.588000583,0.719496744,0.773341048,0.914916334,1.012400898,rejected,0
426,FASTKD5,0,0.456302124,0.604173777,0.77596906,0.835190671,0.996378079,0.971232992,0,0.381780807,0.583289815,0.641239793,0.891243898,0.970540892,0.971345043,rejected,0
427,FBRSL1,0,0.688408824,0.745052519,0.876862483,0.998690362,1.03020661,0.941635685,0,0.566376133,0.586698885,0.650516845,0.86386588,0.898666484,0.946283724,rejected,0
428,FBXO2,0,0.810938618,0.674794151,1.071318544,0.919988609,1.062005631,1.54280323,0,0.715906651,0.789763532,0.939136651,1.199347368,1.224244441,2.625201303,rejected,0
429,FBXO25,0,0.839331077,0.950758119,1.237458233,1.710128621,1.062216555,1.62540015,0,0.817273404,0.999819417,1.028093771,1.036217616,1.17994917,1.261014709,rejected,0
430,FBXW9,0,0.696931352,0.933757709,1.21778058,1.233062411,0.908216692,1.124297904,0,0.581546441,0.742393641,0.769843702,0.858138647,0.920924017,0.955911766,rejected,0
431,FDXR,0,0.784182445,0.946577529,0.827809896,1.237817305,0.885149897,1.290482191,0,0.673139223,0.763701208,0.770168113,0.79655095,0.842820541,0.861488549,rejected,0
432,FEN1,0,0.409564715,0.322001595,0.683098035,0.849047038,0.949999748,1.038928539,0,0.219061022,0.24770845,0.59053685,0.874447876,0.967144675,0.982708668,rejected,0
433,FGD6,0,1.177037725,1.043625343,1.011705788,0.714332207,1.300092618,1.169254845,0,1.13168179,1.138111531,1.179628631,1.359098711,1.639641109,2.037369196,rejected,0
434,FGF2,0,0.5911385,1.146602775,0.818420692,1.558796296,1.410457318,1.53682622,0,0.90427498,0.919509748,1.130800262,2.013497872,2.018160795,2.124799532,rejected,0
435,FGFBP1,0,0.35001748,0.521967365,0.77670061,0.871284013,0.938962975,1.030107516,0,0.206573681,0.261099384,0.589462388,0.747816756,0.880716042,0.964303235,rejected,0
436,FGFR3,0,1.06673624,0.730335466,0.962689627,2.376629385,0.873801617,0.896930642,0,0.475486179,0.543779696,0.654468735,0.861025109,0.862660868,0.90497039,rejected,0
437,FHDC1,0,0.503298198,0.763102756,0.688118779,0.898908292,0.836746471,0.887523473,0,0.639354835,0.650630923,0.705366157,0.8569034,0.903956427,1.157364806,rejected,0
438,FHOD1,0,0.672415284,0.494204966,0.795453233,0.85785944,0.978904635,1.153278663,0,0.623483503,0.680769549,0.773825414,0.877770579,0.900779414,0.911531276,rejected,0
439,FIGN,0,0.603844913,0.717705489,1.040971358,0.967364484,1.178203425,1.242427997,0,0.489586366,0.809215756,0.842962796,0.980886669,1.128788007,1.221036622,rejected,0
440,FKBP8,0,1.035730607,0.91900269,0.977093992,0.948917074,0.788878706,1.417082626,0,0.690378791,0.760733351,0.840423639,0.860871372,0.891903512,1.568935481,rejected,0
441,FLRT2,0,0.837009697,1.063680539,1.579610781,0.849054556,1.909280791,1.964612299,0,0.894587486,0.967033178,2.124883749,2.675258656,2.691698987,4.305511694,rejected,0
442,FN1,0,1.239131446,1.288040429,3.983557405,3.606403208,2.78377378,1.656546854,0,1.091229347,1.411320699,12.09917418,27.04741748,6.740800934,71.95782182,rejected,0
443,FNIP1,0,0.765668543,1.001146964,1.203372286,1.134622461,1.372723219,1.613509877,0,0.815797916,1.099466406,1.10279132,1.199313715,1.506660899,1.814837369,rejected,0
444,FOS,0,0.864643342,0.930370852,1.323214896,1.215025131,1.097528749,1.64084126,0,0.287919454,0.823401926,0.973932721,1.25334427,1.299389815,2.423052373,rejected,0
445,FOXL1,0,0.840980112,1.092429079,0.929869408,1.591769776,1.278671574,1.875477794,0,0.819286571,0.916743606,1.075628491,2.59446468,2.607626909,3.069474772,rejected,0
