,geneID,ctrl,45_lowdata,90_lowdata,180_lowdata,360_lowdata,720_lowdata,1440_lowdata,ctrl,45_highdata,90_highdata,180_highdata,360_highdata,720_highdata,1440_highdata,estm,pred
135,BTBD9,0,0.812559208,1.115188011,0.775001141,0.948375311,1.323442739,1.778832964,0,0.763979124,1.009642366,1.09089655,1.110748149,1.251173354,1.64886999,rejected,0
136,BTC,0,0.8531881,0.67577721,0.816256583,1.048739217,0.930691104,0.879634816,0,0.449413047,0.512030622,0.745532933,0.784976993,0.873451267,0.91655139,rejected,0
137,C11orf54,0,0.728889384,0.85583407,0.906135442,1.053564695,1.634236941,1.455568316,0,0.803364492,0.809777488,0.895012221,1.027976881,1.242392973,1.253597114,rejected,0
138,C11orf63,0,0.863223917,0.791886566,1.197593753,1.14194448,1.510966367,1.722680433,0,0.822923632,0.835237677,1.445229345,1.763238977,2.65582875,2.756900617,rejected,0
139,C11orf84,0,0.651878764,0.844628295,0.812683956,1.038336545,0.89456811,1.560731319,0,0.691112291,0.764664899,0.796131784,0.891096056,1.001330509,1.241337617,rejected,0
140,C12orf75,0,0.578761978,0.889891712,0.993415167,1.030845357,1.09588324,1.050097986,0,0.803088774,1.072681708,1.084028927,1.100533031,1.144110775,1.187684818,rejected,0
141,C14orf79,0,0.789722457,1.015193973,1.268226094,1.257882429,1.668988784,1.651594388,0,0.789903663,0.848164336,0.970671631,1.084915778,1.313612766,1.633569555,rejected,0
142,C14orf80,0,0.959836711,1.686901427,1.034771914,1.466874008,1.231881597,1.529796542,0,0.941058161,0.952177674,0.977861802,1.090071496,1.207849197,1.251139855,rejected,0
143,C15orf39,0,0.499337003,0.528792332,0.627528829,0.869462773,0.784235305,1.029839647,0,0.379503462,0.480289215,0.483914809,0.58281501,0.839959693,1.037868708,rejected,0
144,C16orf59,0,0.950264934,0.722458075,1.290479472,1.005067522,1.00409502,1.124605688,0,0.443429616,0.522022492,0.853591469,0.885900624,0.937447472,0.946214846,rejected,0
145,C16orf91,0,0.852505465,0.884188522,1.072543384,1.134228882,1.031564054,1.163572341,0,0.474827354,0.692131205,0.768867714,0.926299821,1.031307769,1.185799375,rejected,0
146,C17orf96,0,0.450580032,0.831823126,0.589491059,0.753591469,0.96662763,0.946171645,0,0.291824593,0.404942598,0.431848598,0.629912315,0.834822804,0.90211924,rejected,0
147,C18orf54,0,0.815224378,0.79704202,0.945437446,1.123280059,1.377639064,1.448745957,0,0.778297624,0.811776813,0.945405793,1.19192753,1.629623285,1.930811944,rejected,0
148,C19orf25,0,0.901460291,1.236754591,1.231348716,1.547018554,1.42572621,1.267963307,0,0.842781074,1.029991745,1.08670891,1.165473793,1.177374377,1.370671553,rejected,0
149,C19orf47,0,0.545510046,0.800799427,0.88064134,1.04078945,1.143153176,0.97544445,0,0.513369574,0.689433885,0.737086955,0.960598411,0.971612108,1.010863478,rejected,0
150,C19orf54,0,0.914989829,1.059651042,1.005302806,1.125779132,1.315765616,1.600219294,0,0.826167558,0.931698625,0.981281881,1.170656286,1.2369575,1.592040201,rejected,0
151,C19orf66,0,0.774285505,0.940207654,0.91906036,1.012713915,1.108006309,1.560109145,0,0.814289951,0.940729173,0.987712138,0.99595937,1.001333475,2.39396632,rejected,0
